Resort ID,NameResort
930,furkel-trafoi-stilfs
931,gambarie-daspromonte
932,garessio-2000
933,gasse-ridnaun
934,haider-alm-st-valentin-auf-der-haide-san-valentino-alla-muta
935,jara-park-fontaniva
936,jochgrimm-passo-oclini
937,kaberlaba
938,la-baitina
939,la-magdeleine
940,lagdeilago-santo-corniglio
941,lagoraipasso-brocon-castello-tesino
942,lastaro
943,linta
944,luesen-luson
945,lurisia-monte-pigna
946,lusiana
947,majelletta
948,malga-san-giorgio
949,malga-varena-passo-lavaze
950,marinzen-castelrotto-kastelruth
951,marsia-tagliacozzo
952,maseben-langtaufers-vallelunga
953,melette-2000-gallio
954,mendelpass-monte-roen
955,misurina-passo-tre-croci
956,monesi-di-triora
957,montagna-grande-di-viggiano
958,monte-amiata
959,monte-baldo-malcesinepra-alpesina
960,monte-bianco-courmayeur
961,monte-bue-santo-stefano-daveto
962,monte-fumaiolo-le-balze
963,monte-livata-subiaco-monna-dellorso
964,monte-piselli-san-giacomo
965,monte-poieto-aviatico
966,monte-pora
967,monte-prata-castelsantangelo-sul-nera
968,monte-sirino
969,monte-spada
970,monte-terminillo
971,monte-volturino
972,monte-zovetto-cesuna
973,monti-del-sole
974,mosso-e-vallanzengo
975,mottarone
976,nova-ponente-deutschnofen
977,ollomont
978,oropa-biella
979,osimo
980,ospitaletto
981,palit-valchiusella-traversella
982,palot-pisogne
983,passo-cereda
984,passo-fedaia-pian-dei-fiacconi-marmolada
985,passo-forcora-monte-cadrigna
986,passo-godi-scanno
987,passo-lanciano
988,passo-penice
989,passo-rolle-rolle-pass
990,passo-san-leonardo
991,payel-di-valsavarenche-degioz
992,pescegallo-valgerola
993,petersberg-monte-s-pietro-nova-ponente-deutschnofen
994,pian-del-falco-sestola
995,pian-del-poggio-monte-chiappo
996,pian-delle-betulle-margno
997,pian-di-sole
998,pian-neiretto
999,piane-di-mocogno
1000,pianeta-neve-piampratovalprato-soana
1001,piani-di-artavaggio-moggio
1002,piano-battaglia
1003,piazzatorre
1004,pichl-gsies
1005,pievepelago-santannapelago
1006,pintura-bolognola
1007,piobbico
1008,pizzoferrato-valle-di-solegamberale
1009,pontechianale
1010,pradibosco-prato-carnico
1011,pradis-ci-bedollo
1012,prags-braies
1013,prali
1014,prati-di-mezzo-picinisco
1015,prato-selva
1016,pratospilla
1017,predaia-coredo
1018,presolana
1019,recoaro-mille
1020,rein-in-taufers-riva-di-tures
1021,rhemes-notre-dame
1022,rienz-toblach-dobbiaco
1023,riepenlift-antholz-mittertal-anterselva-di-mezzo
1024,rucas-di-bagnolo
1025,ruffre-monte-nock
1026,san-simone-brembo-ski
1027,sarena
1028,sassotetto-santa-maria-maddalena
1029,sauris
1030,scanno-monte-rotondo
1031,schia-monte-caio
1032,schilpario
1033,sellata
1034,selvarotonda-cittareale
1035,selvino
1036,separadorgiu
1037,st-gree-di-viola
1038,st-magdalena-gsiesvalle-di-casies
1039,st-oyen-flassin
1040,taisten-tesido
1041,tarscher-alm-malga-di-tarres-latsch-laces
1042,terenten-terento
1043,usseglio-pian-benot
1044,ussita
1045,val-formazza
1046,val-formica-cima-larici
1047,val-maron-enego-2000
1048,val-susa-heliski
1049,valbella-di-gallio-sisemol
1050,valgrisenche
1051,valle-divedro
1052,vallefura-pescocostanzo
1053,valpelline-ollomont-heliski-grand-combin
1054,ventasso-laghi-ramiseto
1055,villaggio-palumbo
1056,weissenbach-alpinwellt
1057,zum-zeri-passo-dei-due-santi
1058,Les 3 Vallées – Val Thorens/Les Menuires/Méribel/Courchevel
1059,Tignes/Val d'Isère
1060,Serre Chevalier – Briançon/Chantemerle/Villeneuve-la-Salle/Le Monêtier-les-Bains
1061,La Plagne (Paradiski)
1062,Les 2 Alpes
1063,Saint-Lary-Soulan
1064,Alpe d'Huez
1065,Megève/Saint-Gervais
1066,Les Arcs/Peisey-Vallandry (Paradiski)
1067,Le Grand Massif – Flaine/Les Carroz/Morillon/Samoëns/Sixt
1068, Espace Diamant – Les Saisies/Notre-Dame-de-Bellecombe/Praz sur Arly/Flumet/Crest-Voland
1069, Les Angles
1070, Peyragudes
1071, Les Sybelles – Le Corbier/La Toussuire/Les Bottières/St Colomban des Villards/St Sorlin/St Jean d’Arves
1072,varsrisoul-la-foret-blanche
1073,le-grand-domaine-valmoreldoucycelliersst-francois-longchamp
1074,galibier-thabor-valmeiniervalloire
1075,espace-san-bernardo-la-rosierela-thuile
1076,val-cenis-lanslevillardlanslebourgtermignon
1077,les-contamineshauteluce
1078,les-7-laux-prapoutelle-pleynetpipay
1079,la-clusazmanigod
1080,espace-villard-correncon-villard-de-lanscorrencon-en-vercors
1081,espace-lumiere-pra-loupval-dallos
1082, Isola 2000
1083,. Les Houches/Saint-Gervais – Prarion/Bellevue (Chamonix)
1084,Brévent/Flégère (Chamonix)
1085, Grand Tourmalet/Pic du Midi – La Mongie/Barèges
1086, Auron (Saint-Etienne-de-Tinée)
1087,orcieres-merlette-1850
1088,les-orres
1089,devoluy-superdevoluyla-joue-du-loup
1090,chamrousse
1091,Grands Montets – Argentière (Chamonix)
1092,valfrejus
1093,puy-saint-vincent
1094,les-portes-du-mont-blanc-comblouxmegeve-le-jailletla-giettaz
1095,le-grand-bornand
1096,ax-3-domaines-ax-les-thermes
1097,valbergbeuil-les-launes
1098,piau-engaly
1099,la-norma
1100,super-sauze
1101,sainte-foy-tarentaise
1102,luz-ardiden
1103,les-karellis
1104,aussois
1105,areches-beaufort
1106,st-jean-montclar
1107,porte-puymorens
1108,le-seignus
1109,le-lioran
1110,gourette-eaux-bonnes
1111,font-romeubolquere-pyrenees-2000
1112,thollon-les-memises
1113,st-pierre-de-chartreuse-le-planolet
1114,praz-de-lyssommand-taningesmieussy
1115,le-lys-cauterets
1116,lelexcrozet
1117,hirmentazles-haberes-bellevauxhabere-poche
1118,alpe-du-grand-serre-la-morte
1119,superbesse-puy-de-sancy
1120,roc-denfer-st-jean-daulps-la-grande-terchebellevaux-la-chevrerie
1121,pralognan-la-vanoise
1122,metabief
1123,luchon-superbagneres
1124,les-brasses
1125,le-mont-dore
1126,le-collet-dallevard
1127,la-colmiane
1128,guzet
1129,gerardmer-la-mauselaine
1130,bonneval-sur-arc
1131,balmeles-autannes-vallorcinele-tour
1132,artouste
1133,abries
1134,sainte-anne-la-condamine-la-condamine-chatelard
1135,roubion-les-buisses
1136,reallon
1137,pelvouxvallouise
1138,molines-en-queyrassaint-veran
1139,mijouxla-faucille
1140,la-pierre-saint-martin
1141,gavarniegedre-les-especieres
1142,chabanon
1143,ceillac-en-queyras
1144,bernex
1145,albiez-montrond
1146,val-louron
1147,saint-leger-les-melezes
1148,puigmal
1149,meaudre
1150,lessert-abondance
1151,le-semnoz
1152,le-mourtis
1153,le-grand-puy
1154,la-bresse-hohneck
1155,formigueres
1156,col-de-rousset
1157,chalmazel
1158,autrans-la-sure
1159,audibergue
1160,ascou-pailheres
1161,ancelle
1162,aillons-margeriaz
1163,aillon-le-jeune
1164,. Les Planards
1165,. Le Tourchet
1166,. Amnéville-Les-Thermes – Snowhall (indoor ski area)
1167,aiguille-du-midi-chamonix
1168,aiguilles
1169,archamps
1170,arvieux
1171,ballon-dalsace
1172,bellefontaine
1173,bleymard-mont-lozere
1174,bourg-doueil
1175,brabant-la-bresse
1176,bramans-val-darc
1177,brameloup-saint-chely-daubrac
1178,camurac
1179,ceueze-2000-gap
1180,champ-du-feu
1181,chastreix-puy-de-sancy
1182,chaux-neuve
1183,col-de-larzelier
1184,col-de-marcieu-saint-bernard-du-touvet
1185,col-de-porte
1186,col-de-turinicamp-dargent
1187,col-dornon
1188,col-du-barioz
1189,col-du-granier
1190,col-du-lautaret
1191,cordon
1192,cret-benila-combe-la-chapelle-dabondance
1193,crevoux
1194,donezan-mijanes
1195,entre-les-fourgs-jougne
1196,espace-cambre-daze-eynesaint-pierre-dels-forcats
1197,espace-dole-la-doleles-tuffes
1198,foncine-le-haut
1199,font-durle-chaud-clapier
1200,ghisoni
1201,goulier
1202,graix
1203,grand-ballon
1204,greolieres-les-neiges
1205,gresse-en-vercors
1206,hameau-des-bossons
1207,haut-asco
1208,hautacam
1209,hautes-navieres-le-valtin
1210,hauteville
1211,la-bonade-grand-combe-chateleu-val-de-morteau
1212,la-cernay-blanche-la-chaux-de-gilley
1213,la-combe-saint-pierre-charquemont
1214,la-croix-de-bauzon
1215,la-feclaz
1216,la-goulemont-miroir-maiche
1217,la-grave-la-meije
1218,la-jarjatte-lus-la-croix-haute
1219,la-loge-des-gardes
1220,la-pesse
1221,la-poya-vallorcine
1222,la-quillane
1223,la-sambuy-seythenex
1224,la-schlucht
1225,lac-blanc
1226,laguiole
1227,lajoux
1228,lans-en-vercors
1229,larcenaire-bussang
1230,laye
1231,le-chauffaud-val-de-morteau
1232,le-chazelet
1233,le-col-du-feu-lullin
1234,le-desert-dentremont
1235,le-frenz
1236,le-gaschney-petit-hohneck
1237,le-grand-valtin-ban-sur-meurthe-clefcy
1238,le-haut-du-tot-sapois
1239,le-larmont
1240,le-manon
1241,le-markstein
1242,le-poli-xonrupt-longemer
1243,le-reposoir-village
1244,le-reposoirchalet-neuf
1245,le-revard
1246,le-sappey-en-chartreuse
1247,le-schlumpf-dolleren
1248,le-tanet
1249,les-bagenelles-sainte-marie-aux-mines
1250,les-chosalets
1251,les-egaux
1252,les-fourgs
1253,les-gentianes-morbier
1254,les-marmousetsmassif-dorbe-bois-damont
1255,les-mont-dolmes
1256,les-moussieres
1257,les-plans-dhotonnes
1258,les-rafforts-hery-sur-ugine
1259,les-signaraux-la-motte-daveillans
1260,lispach-la-bresse
1261,loisinord-noeux-les-mines
1262,longchaumois-rosset
1263,massif-de-la-serra-lamoura
1264,massif-du-noirmont-les-rousses
1265,meix-musy-pierre-a-feu-val-de-morteau
1266,menthieres
1267,mezenc-les-estables
1268,mont-saxonnex
1269,mont-sereinmont-ventoux-nord
1270,mont-ventoux-sud
1271,montagne-de-lure
1272,montmin
1273,mouthe-massif-du-noirmont
1274,nasbinals
1275,nevache
1276,notre-dame-du-pre
1277,parc-de-loisirs-de-laigle-lans-en-vercors
1278,passy-plaine-joux
1279,payolle
1280,plainpalais
1281,planche-des-belles-filles
1282,plateau-de-beille
1283,pont-despagne-cauterets
1284,porte-de-la-giraude
1285,praboure-saint-antheme
1286,prat-peyrot-mont-aigoual
1287,puyvalador-rieutord
1288,rencurel
1289,ristolas
1290,rochejean
1291,romme-nancy-sur-cluses
1292,rouge-gazon
1293,saint-hilaire-du-touvet
1294,saint-michel-de-chaillol
1295,saint-nizier-du-moucherotte
1296,saint-urcize
1297,schnepfenried
1298,serre-eyraud-orcieres
1299,st-jean-de-sixt
1300,thanner-hubel
1301,val-darc-bessans
1302,val-dese
1303,val-doronaye-larche
1304,val-pelens
1305,valdrome
1306,vauplane-soleilhas
1307,ventron
1308,villar-darene
1309,Grandvalira – Pas de la Casa/Grau Roig/Soldeu/El Tarter/Canillo/Encamp
1310,. Pal/Arinsal – La Massana (Vallnord)
1311,Ordino Arcalís
1312,. Levi
1313,. Ylläs
1314,. Pyhä
1315,. Ruka
1316,. Ounasvaara – Rovaniemi
1317,aavasaksa
1318,alhovuori
1319,calpis
1320,ellivuori
1321,grani-backen-kauniainen
1322,haekaerinteet
1323,hasamaeki
1324,hervanta-mustavuori-tampere
1325,hiittenharju
1326,himos
1327,hirvensalo
1328,iso-syoete-pudasjaervi
1329,kalli
1330,kasurila
1331,kaustinen
1332,keinukallio
1333,kirintoevaara
1334,koeykkyri
1335,kokonniemi-porvoo
1336,korkeakangas
1337,laajis-laajavuori
1338,lakis
1339,lekotinmaeki
1340,loma-koli
1341,louekallio
1342,lumiparkki-kivikko
1343,luosto
1344,maarianrinteet
1345,meriteijo-ski
1346,messilae
1347,mielakka
1348,mustavaara
1349,myllymaeki
1350,olos
1351,paaminne
1352,paavorinteet
1353,paeaeskyvuori
1354,paljakka
1355,pallas
1356,parra
1357,peuramaa
1358,pikku-syoetesyoetekeskus
1359,puijon-rinteet
1360,pukkivuori
1361,purnuvuori
1362,putkijaervi
1363,pyolonrinteet
1364,raemaekkae
1365,riihivuori
1366,ritavalkea
1367,ruosniemi
1368,ruunarinteet
1369,saariselkae
1370,salla
1371,salomonkallio
1372,sappee
1373,saukkovaara
1374,savivuori-viitasaari
1375,serena
1376,simpsioe
1377,sotkanrinteet
1378,suomu
1379,sveitsin-hiihtokeskus-hyvinkaeae
1380,swinghill-solvalla-espoo
1381,tahko
1382,taivalvaara
1383,talma
1384,tornikeskus-klaukkalan
1385,tornimaeki-mikkeli
1386,ukko-koli
1387,ukkohalla
1388,uuperin-rinteet
1389,vatuski
1390,vierumaeki
1391,vihti-ski-center
1392,vuokatti
1393,vuorenmaa
1394, La Molina/Masella – Alp2500
1395, Baqueira/Beret
1396, Cerler
1397,Formigal
1398,sierra-nevada-pradollano
1399,boi-tauell
1400,port-del-comte
1401,panticosa
1402,espot-esqui
1403,candanchu
1404,astun
1405,valdezcaray
1406,port-aine
1407,la-pinilla
1408,valgrande-pajares
1409,alto-campoo
1410,valdesqui
1411,san-isidro-zona-cebolledo
1412,puerto-navacerrada
1413,la-covatilla-sierra-de-bejar
1414,el-morredero
1415,fuentes-de-invierno
1416,javalambre
1417,leitariegos
1418,lunada
1419,madrid-snow-zone
1420,manzaneda
1421,pleta-del-prat-tavascan
1422,punto-de-nieve-santa-ines
1423,pyrenees-heliski-vielha
1424,rasos-de-peguera
1425,safed-dara
1426,san-isidro-zona-salencias
1427,valdelinares-sierra-de-gudar
1428,vall-de-nuria
1429,vallter-2000
1430, Bansko
1431, Borovets
1432,. Pamporovo
1433,. Vitosha/Aleko – Sofia
1434,. Mechi Chal – Chepelare
1435,berkovitsa
1436,bodrostkartala
1437,dobrinishte
1438,gela
1439,govedartsi
1440,kulinoto
1441,malyovitsa
1442,momchilovtsi
1443,osogovo-mountain
1444,panichishte
1445,perelik
1446,razlog
1447,semkovo
1448,tsigov-chark
1449,uzana
1450, Kopaonik
1451,tornik-zlatibor
1452,stara-planina-babin-zub
1453,bojanine-vode-nis-suva-planina
1454,borici-sjenica
1455,crni-vrh-bor
1456,divcibare
1457,glibanj-sjenica
1458,goc
1459,golija-ivanjica
1460,golija-novi-pazar
1461,gucevo
1462,iver-tara
1463,jabuka-prijepolje
1464,kamenicki-vis-nis
1465,kaona-lucani
1466,kosutnjak-belgrade
1467,kraljevica-zajecar
1468,kusici-ivanjica
1469,lukovska-banja
1470,mackov-kamen-krupanj
1471,mitrovac-tara
1472,rajkovo-majdanpek
1473,vidlic-pirot
1474,zlatar
1475, Trysil
1476,Hemsedal
1477,. Hafjell
1478, Kvitfjell
1479,. Myrkdalen
1480,. Geilo
1481,. Hovden
1482,. Skeikampen – Gausdal
1483, Gaustablikk – Rjukan
1484,. Oslo – Tryvann (Skimore)
1485,. Gålå
1486,voss-resort
1487,oppdal
1488,. Beitostølen
1489,strandafjellet
1490,norefjell
1491,rauland-skisenterholtardalen
1492,gautefall
1493,bjorli
1494,vraadal
1495,vassfjellet-klaebutrondheim
1496,uvdal-alpinsenter
1497,tjoerhomfjelletaalsheia-skisenter-sirdal
1498,aadneram-skitrekk
1499,aal-skisenter
1500,aalen-skisenter
1501,aktiven-skiheis
1502,ankenesfjellet-ankenesstranda-narvik
1503,arena-overoeye-stordal
1504,biristrand
1505,bjoernestad
1506,bortelid
1507,breimsbygda-utvikfjellet
1508,brokke
1509,budor
1510,dagali-fjellpark
1511,dalseter-espedalen
1512,drammen-skisenter
1513,eikedalen
1514,eikerapen
1515,fagernessfjellet-narvik
1516,fidjeland
1517,finse-skisenter
1518,fjellhaugen-skisenter
1519,fonna-glacier-ski-resort
1520,fulufjellet
1521,furedalen-alpin-kvamskogen
1522,galdhoeppigen-sommerskisenter
1523,geilolia-kikut-geilo
1524,gjoevik
1525,golsfjellet
1526,grong
1527,hallingskarvet
1528,harpefossen
1529,haukelifjell-skisenter
1530,hodlekve-sogndal
1531,hoegevarde
1532,hummelfjell
1533,hurdal
1534,jerikobakken-oslo
1535,joelster-skisenter
1536,kirkerud
1537,knaben
1538,kolsaas-skisenter
1539,kongsberg-skisenter
1540,lemonsjoe-alpinsenter-jotunheimen
1541,lifjell
1542,ljosland-skisenter
1543,longyearbyen
1544,maalselv-fjellandsby
1545,meraaker-alpinsenter
1546,middagsaasen-skisenter
1547,moedalstrekket
1548,moesvatn-skipark
1549,nannestad-skisenter-asila
1550,nesbyen
1551,nordseter-skicenter
1552,oerskogfjellet-skisenter
1553,oersta-skisenter
1554,oslo-skisenter-grefsenkollen
1555,raudalen-alpinsenteret
1556,raulandsfjell-alpinsenter
1557,rena
1558,roeldal
1559,sauda-skisenter
1560,sjusjoeen
1561,skagahoegdi-gol
1562,skaidi
1563,skarslia
1564,skillevollen-mo-i-rana
1565,sogn-skisenter
1566,solheisen-skisenter
1567,spaatind-skisenter
1568,stavadalen-skisenter
1569,stavtjoern
1570,storefjell
1571,stryn-skisenter
1572,stryn-sommerski-tystigbreen
1573,sunnmoersalpane-skiarena-fjellseter
1574,svarstad
1575,sysendalen-eidfjord
1576,tromsoe
1577,tusten-molde
1578,tyin-filefjell
1579,valdres-alpinsenter
1580,varingskollen
1581,vaset
1582,veduchi
1583,venabygdsfjellet
1584,vestvatn
1585,vierli-skisenter
1586,volda-skisenter
1587, Åre
1588,. Hemavan
1589,. Idre Fjäll
1590,. Tandådalen/Hundfjället (Sälen)
1591,. Dundret Lapland – Gällivare
1592,. Lindvallen/Högfjället (Sälen)
1593,. Vemdalsskalet
1594, Riksgränsen
1595,. Tärnaby
1596, Fjällby – Björkliden
1597,taenndalen
1598,romme-alpin
1599,lofsdalen
1600,klaeppen
1601,branaes
1602,stoeten
1603,ramundberget
1604,bjoernrike
1605,kloevsjoestorhogna
1606,duvedtegefjaell
1607,funaesdalsberget
1608,bjursaas-ski-center
1609,aamaals-skicenter
1610,aarjaeng
1611,abisko
1612,aboda-klint-hoegsby
1613,agnaesbacken
1614,alebacken
1615,almaasaberget
1616,asbybacken-oesterbymo-asby-alpina
1617,baalsta-haabo
1618,bjoernberget
1619,borgafjaellen
1620,braentberget-umeaa
1621,brudarebacken-goeteborg
1622,bryngfjordsbacken
1623,bydalsfjaellen-bydalen
1624,dackestupet
1625,doemle-deje-forshaga
1626,edsaasdalen
1627,ekesberget
1628,falkfaangarfjaellet
1629,falkoeping-alpin
1630,fjaetervaalen
1631,flottsbro-alpin
1632,frykstabacken
1633,galtis-arjeplog
1634,gesundaberget
1635,getberget-fraensta
1636,graeftaavallen
1637,granberget-leksand
1638,groevelfjaell
1639,gruvbacken
1640,gustavsbergbacken-oestersund
1641,hallstabacken-sollefteaa
1642,hammarbybacken-stockholm
1643,hassela
1644,hoeglekardalen
1645,hovfjaellet-torsby
1646,idre-himmelfjaell
1647,isaberg-hestra
1648,jaervsoe
1649,kaabdalis
1650,kalhyttandammshoejden-filipstad
1651,kappruet
1652,kettilsaas
1653,kiruna
1654,kittelfjaell
1655,klimpfjaell
1656,kullstabackenelefantberget-hammarstrand
1657,kungsberget
1658,laangberget
1659,landsombergets
1660,lesjoefors
1661,litsbacken
1662,loevaasen-groevelsjoen
1663,mickeltemplets
1664,mullsjoe-alpin-center
1665,naesfjaellet-i-saelen
1666,nalovardo
1667,nolbybacken
1668,ombergsliden-vadstena
1669,orsa-groenklitt
1670,praestberget
1671,rackstadbacken-arvika
1672,raettviksbacken
1673,ragnhildsborgbacken-soedertaelje
1674,roenningen-i-braecke
1675,ruskola
1676,saefsen
1677,skaersjoevaalen
1678,skoenviksbacken
1679,stenkaellegaarden
1680,stora-blaasjoen
1681,storklinten
1682,storlien
1683,storstenshoejden
1684,sundsvall-sidsjoebacken
1685,sundsvall-soedra-berget
1686,sunne
1687,svanstein
1688,svedjebacken
1689,taasjoeberget
1690,taennaeskroeket
1691,taenndalsvallen
1692,tolvmannabacken
1693,trillevallen
1694,ulricehamn
1695,vaalaadalens-fjaellstation
1696,vaangabacken
1697,vaardkasen-haernoesand
1698,valbergsbacken-torsby
1699,valfjaellet
1700,vallaasen
1701,vargen
1702,vettenbacken-liden
1703,vittjaakk
1704,waesabergen
1705,Jasná Nízke Tatry – Chopok
1706,. Tatranská Lomnica
1707,. Donovaly (Park Snow)
1708,. Štrbské Pleso
1709,vratna
1710,velka-raca
1711,ruzomberok-skipark
1712,meander-skipark-oravice
1713,bachledovajezerskofrankova
1714,bacova-roven-vysna-boca
1715,bane-jakubovany
1716,bezovec
1717,biele-vodydedinky-mlynky
1718,brodok-porac
1719,buce-rencisov
1720,bucnik-polomka
1721,certov
1722,certovica
1723,chlmec-skipark
1724,chvatimech-valaska
1725,cicmany
1726,cierny-balog
1727,danova-medzilaborce
1728,dobsinska-masa
1729,drienica
1730,drozdovo-nova-bana
1731,fackovske-sedlo
1732,frickovce
1733,gugel-mlynky
1734,homolka-valaska-bela
1735,hronec-hlobisov
1736,jahodna
1737,jakubkova-luka
1738,jamy
1739,janovky-milotin-zuberec
1740,jasenska-dolina-bela-dulice
1741,javorovica-liptovsky-jan
1742,julius-vysna-slana
1743,kalnica-sk
1744,kamzik-koliba-bratislava
1745,kavecany
1746,klacno
1747,klenovec-skorusina
1748,kokava-linia
1749,kordiky
1750,kosutka-hrinova
1751,krahule
1752,kraliky
1753,kralova-zvolen
1754,krpacovo
1755,krusetnica
1756,kubasok
1757,kubinska-hola
1758,latky-prasiva
1759,levoca
1760,liptovske-revuce
1761,lomnik-dacov-lom
1762,lopusna-dolina-svit
1763,lucivna-snowpark
1764,lysa
1765,makov
1766,makov-kasarne
1767,makovica-nizna-polianka
1768,mala-lucivna
1769,martinske-hole
1770,mojtin
1771,monkova-dolina-zdiar
1772,mostenica
1773,mraznica-hnilcik
1774,myto-pod-dumbierom
1775,nizna-uhliska
1776,opalisko-zavazna-poruba
1777,orava-snow-oravska-lesna
1778,oscadnica
1779,pezinska-baba
1780,plejsy-krompachy
1781,plese-podkonice
1782,pod-lesom-dolny-smokovec-vysoke-tatry
1783,podbanske
1784,podjavornik
1785,polana
1786,poracska-dolina-porac-porac-park
1787,rajecka-lesna
1788,raztoka
1789,regetovka
1790,rejdova
1791,remata
1792,rittenberg-fercekovce-spisska-nova-ves
1793,rohace-spalena
1794,sachticky
1795,salamandra-resort-banska-stiavnica
1796,selce-cachovo
1797,serafinov-skalite
1798,skalka
1799,ski-blanc-ostry-grun
1800,ski-land-stara-myjava
1801,ski-park-liptovska-teplicka
1802,ski-seven-zakamenne
1803,ski-taja-tatranska-javorina
1804,skicomp-faklovka-litmanova
1805,skipark-erika-kojsovska-hola
1806,skipark-racibor-oravsky-podzamok
1807,snow-sun-horny-vadicov
1808,stary-smokovec-hrebienok
1809,stebnicka-huta
1810,stos
1811,strachan-zdiar
1812,strednica-zdiar
1813,strelniky
1814,tajov
1815,tale
1816,telgart
1817,teplica-brezovica
1818,turecka-stare-hory
1819,valcianska-dolina-valca-snowland
1820,velka-javorina
1821,velke-ostre
1822,vernar
1823,vitanova
1824,vysne-ruzbachy
1825,zabava-hrustin
1826,zbojska
1827,ziar-dolinky
1828,ziarce-pavcina-lehota
1829,zliechov
1830,zochova-chata
1831,. Wildhaus – Gamserrugg (Toggenburg)
1832,. Ehrwalder Wettersteinbahnen – Ehrwald
1833,. Ravna Planina
1834,. Savin Kuk – Žabljak
1835,. SnowWorld Rucphen (indoor ski area)
1836,. Raudalen
1837,. SnowWorld Terneuzen (indoor ski area)
1838,. SnowWorld Amsterdam (indoor ski area)
1839,. Rölzhang – Wildenthal
1840, Garmisch-Classic – Garmisch-Partenkirchen
1841,. Arber
1842,. Ofterschwang/Gunzesried – Ofterschwanger Horn
1843, Nebelhorn – Oberstdorf
1844,. Söllereck – Oberstdorf
1845,. Hörnerbahn – Bolsterlang
1846,. Oberjoch (Bad Hindelang) – Iseler
1847,. Sudelfeld – Bayrischzell
1848,. Brauneck – Lenggries/Wegscheid
1849,. Nesselwang – Alpspitze (Alpspitzbahn)
1850,. Spitzingsee-Tegernsee
1851,. Feldberg – Seebuck/Grafenmatt/Fahl
1852,. Jenner – Schönau am Königssee
1853,. Fichtelberg – Oberwiesenthal
1854,. Grasgehren – Bolgengrat
1855,. Alpenpark Neuss (indoor ski area)
1856,. Mitterdorf (Almberg) – Mitterfirmiansreut
1857,. Balderschwang – Hochschelpen/Riedberger Horn
1858,. Winterberg (Skiliftkarussell)
1859,. Götschen – Bischofswiesen
1860,. Snow Dome Bispingen (indoor ski area)
1861,. Oberaudorf – Hocheck
1862,. Ochsenkopf
1863,. Kolbensattel – Oberammergau
1864,. Willingen – Ettelsberg
1865,. Pröller Skidreieck (St. Englmar)
1866,. Geißkopf – Bischofsmais
1867,. Zugspitze
1868,. Postwiesen Skidorf – Neuastenberg
1869,. Belchen
1870,. Schöneck (Skiwelt)
1871,steibis-imberg-oberstaufen
1872,huendlethalkirchdorf-oberstaufen
1873,. Steckenberg – Unterammergau
1874,kampenwand-aschau-im-chiemgau
1875,. Todtnauberg
1876,. Altastenberg
1877,. Unternberg (Ruhpolding)
1878,. Silberberg – Bodenmais
1879,. Monte Kaolino – Hirschau (sand ski area)
1880,. Hohe Bracht – Lennestadt
1881,. Hirtenteich – Essingen-Lauterburg/Aalen
1882,. Bläsiberg – Wiesensteig
1883,. Auf der Rieder – Eschenlohe
1884,. Hirschberglifte – Kreuth
1885,. Wurmberg – Braunlage
1886,. Hundseck – Bühlertallifte
1887,. Beuerberg
1888,. Markbuchen/Predigtstuhl (St. Englmar)
1889,. Kapellenberg (St. Englmar)
1890,. Grün-Maibrunn (St. Englmar)
1891,. Sahnehang
1892,. Hunau – Bödefeld
1893,. Mehliskopf
1894,. Kaltenbronn
1895,. Fahlenscheid – Olpe
1896,. Wissen
1897,. Burbach
1898,. Altenseelbach
1899,. Stinesser Lifte – Fischen i. Allgäu
1900,. Hesselberg
1901,. Reiserhang – Gaißach
1902,. Bottrop (alpincenter) (indoor ski area)
1903,. Johanngeorgenstadt – Külliggut
1904,. Klausenlift – Mehlmeisel
1905,. Hempelsberg/Geiersberg – Oberwarmensteinach
1906,. Fleckllift – Warmensteinach
1907,. Bleaml Alm – Neubau (Fichtelberg)
1908,. Greising – Deggendorf
1909,. Pfulb – Schopfloch (Lenningen)
1910,. Ostalb – Aalen
1911,. Im Salzwinkel – Zainingen (Römerstein)
1912,. Halde – Westerheim
1913,. Donnstetten (Römerstein)
1914,. Ohlstadt
1915,. Am Ried – Farchant
1916,. Kirburg
1917,. Bischofsreut
1918,. Kirchberglifte – Kreuth
1919,. Oedberg – Gmund-Ostin
1920,. Hanslmühle – Mauern
1921,. Hörnle – Bad Kohlgrub
1922,. Rabenkopf – Oberau
1923,adelharz-and-breitensteinlifts-kranzegg-rettenberg
1924,aggenhausen-mahlstetten
1925,albuch-heidenheim-schnaitheim
1926,alpinlift-hausen-an-der-lauchert-trochtelfingen
1927,alpirsbach
1928,alte-golfwiese-oberhof
1929,alte-reite-rosshaupten
1930,altenfeld
1931,alter-garten-rietheim-weilheim
1932,altglashuette-baernau
1933,althuette-waldmuenchen
1934,altreichenau
1935,am-brande-hohegeiss-braunlage
1936,am-crux-vesser-suhl
1937,am-grenzhang-tellerhaeuser-breitenbrunn
1938,am-gruendelwald-joehstadt
1939,am-hainberg-olbernhau
1940,am-hexenwaeldle-krauchenwies
1941,am-muehlberg-einsiedel-chemnitz
1942,am-poppenberg-brilon
1943,am-richtergrund-massive-snowpark-hermsdorf
1944,am-ritter-gehlberg
1945,am-schiessberg-crottendorf
1946,am-tueppel-warstein
1947,am-wasserturm-snow-fun-arena-dobel
1948,am-wasserturm-stollbergerzgeb
1949,am-wolf-herdorf
1950,am-zickesberg-setzelbach-rasdorf
1951,am-zschopenberg-zschopau
