Resort ID,Resort Name,Continent,Country,State/Province
1875,. Todtnauberg,Europe,Germany,Baden-Wurttemberg
1876,. Altastenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1877,. Unternberg (Ruhpolding),Europe,Germany,Bavaria (Bayern)
1878,. Silberberg – Bodenmais,Europe,Germany,Bavaria (Bayern)
1879,. Monte Kaolino – Hirschau (sand ski area),Europe,Germany,Bavaria (Bayern)
1880,. Hohe Bracht – Lennestadt,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1881,. Hirtenteich – Essingen-Lauterburg/Aalen,Europe,Germany,Baden-Wurttemberg
1882,. Bläsiberg – Wiesensteig,Europe,Germany,Baden-Wurttemberg
1883,. Auf der Rieder – Eschenlohe,Europe,Germany,Bavaria (Bayern)
1884,. Hirschberglifte – Kreuth,Europe,Germany,Bavaria (Bayern)
1885,. Wurmberg – Braunlage,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1886,. Hundseck – Bühlertallifte,Europe,Germany,Baden-Wurttemberg
1887,. Beuerberg,Europe,Germany,Bavaria (Bayern)
1888,. Markbuchen/Predigtstuhl (St. Englmar),Europe,Germany,Bavaria (Bayern)
1889,. Kapellenberg (St. Englmar),Europe,Germany,Bavaria (Bayern)
1890,. Grün-Maibrunn (St. Englmar),Europe,Germany,Bavaria (Bayern)
1891,. Sahnehang,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1892,. Hunau – Bödefeld,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1893,. Mehliskopf,Europe,Germany,Baden-Wurttemberg
1894,. Kaltenbronn,Europe,Germany,Baden-Wurttemberg
1895,. Fahlenscheid – Olpe,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1896,. Wissen,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
1897,. Burbach,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
1898,. Altenseelbach,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
1899,. Stinesser Lifte – Fischen i. Allgäu,Europe,Germany,Bavaria (Bayern)
1900,. Hesselberg,Europe,Germany,Bavaria (Bayern)
1901,. Reiserhang – Gaißach,Europe,Germany,Bavaria (Bayern)
1902,. Bottrop (alpincenter) (indoor ski area),Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
1903,. Johanngeorgenstadt – Külliggut,Europe,Germany,Saxony (Sachsen)
1904,. Klausenlift – Mehlmeisel,Europe,Germany,Bavaria (Bayern)
1905,. Hempelsberg/Geiersberg – Oberwarmensteinach,Europe,Germany,Bavaria (Bayern)
1906,. Fleckllift – Warmensteinach,Europe,Germany,Bavaria (Bayern)
1907,. Bleaml Alm – Neubau (Fichtelberg),Europe,Germany,Bavaria (Bayern)
1908,. Greising – Deggendorf,Europe,Germany,Bavaria (Bayern)
1909,. Pfulb – Schopfloch (Lenningen),Europe,Germany,Baden-Wurttemberg
1910,. Ostalb – Aalen,Europe,Germany,Baden-Wurttemberg
1911,. Im Salzwinkel – Zainingen (Römerstein),Europe,Germany,Baden-Wurttemberg
1912,. Halde – Westerheim,Europe,Germany,Baden-Wurttemberg
1913,. Donnstetten (Römerstein),Europe,Germany,Baden-Wurttemberg
1914,. Ohlstadt,Europe,Germany,Bavaria (Bayern)
1915,. Am Ried – Farchant,Europe,Germany,Bavaria (Bayern)
1916,. Kirburg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1917,. Bischofsreut,Europe,Germany,Bavaria (Bayern)
1918,. Kirchberglifte – Kreuth,Europe,Germany,Bavaria (Bayern)
1919,. Oedberg – Gmund-Ostin,Europe,Germany,Bavaria (Bayern)
1920,. Hanslmühle – Mauern,Europe,Germany,Bavaria (Bayern)
1921,. Hörnle – Bad Kohlgrub,Europe,Germany,Bavaria (Bayern)
1922,. Rabenkopf – Oberau,Europe,Germany,Bavaria (Bayern)
1923,adelharz-and-breitensteinlifts-kranzegg-rettenberg,Europe,Germany,Bavaria (Bayern)
1924,aggenhausen-mahlstetten,Europe,Germany,Baden-Wurttemberg
1925,albuch-heidenheim-schnaitheim,Europe,Germany,Baden-Wurttemberg
1926,alpinlift-hausen-an-der-lauchert-trochtelfingen,Europe,Germany,Baden-Wurttemberg
1927,alpirsbach,Europe,Germany,Baden-Wurttemberg
1928,alte-golfwiese-oberhof,Europe,Germany,Thuringia (Thuringen)
1929,alte-reite-rosshaupten,Europe,Germany,Bavaria (Bayern)
1930,altenfeld,Europe,Germany,Thuringia (Thuringen)
1931,alter-garten-rietheim-weilheim,Europe,Germany,Baden-Wurttemberg
1932,altglashuette-baernau,Europe,Germany,Bavaria (Bayern)
1933,althuette-waldmuenchen,Europe,Germany,Bavaria (Bayern)
1934,altreichenau,Europe,Germany,Bavaria (Bayern)
1935,am-brande-hohegeiss-braunlage,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1936,am-crux-vesser-suhl,Europe,Germany,Thuringia (Thuringen)
1937,am-grenzhang-tellerhaeuser-breitenbrunn,Europe,Germany,Saxony (Sachsen)
1938,am-gruendelwald-joehstadt,Europe,Germany,Saxony (Sachsen)
1939,am-hainberg-olbernhau,Europe,Germany,Saxony (Sachsen)
1940,am-hexenwaeldle-krauchenwies,Europe,Germany,Baden-Wurttemberg
1941,am-muehlberg-einsiedel-chemnitz,Europe,Germany,Saxony (Sachsen)
1942,am-poppenberg-brilon,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1943,am-richtergrund-massive-snowpark-hermsdorf,Europe,Germany,Saxony (Sachsen)
1944,am-ritter-gehlberg,Europe,Germany,Thuringia (Thuringen)
1945,am-schiessberg-crottendorf,Europe,Germany,Saxony (Sachsen)
1946,am-tueppel-warstein,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1947,am-wasserturm-snow-fun-arena-dobel,Europe,Germany,Baden-Wurttemberg
1948,am-wasserturm-stollbergerzgeb,Europe,Germany,Saxony (Sachsen)
1949,am-wolf-herdorf,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
1950,am-zickesberg-setzelbach-rasdorf,Europe,Germany,Hesse (Hessen)
1951,am-zschopenberg-zschopau,Europe,Germany,Saxony (Sachsen)
1952,an-der-kniebreche-steinbach-hallenberg,Europe,Germany,Thuringia (Thuringen)
1953,andreasberg-auerbacherzg,Europe,Germany,Saxony (Sachsen)
1954,antoni-fridingen-an-der-donau,Europe,Germany,Baden-Wurttemberg
1955,arft,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
1956,argental-weitnau,Europe,Germany,Bavaria (Bayern)
1957,arnsberg,Europe,Germany,Bavaria (Bayern)
1958,ascher-rauth-fuchstal,Europe,Germany,Bavaria (Bayern)
1959,au-webergletscher-bad-feilnbach,Europe,Germany,Bavaria (Bayern)
1960,auerberg-bernbeuren,Europe,Germany,Bavaria (Bayern)
1961,auf-der-rose-altenau,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1962,awengen-eberhardzell,Europe,Germany,Southern Germany
1963,bad-wildbad,Europe,Germany,Baden-Wurttemberg
1964,baerenstein,Europe,Germany,Saxony (Sachsen)
1965,balsberg-unterwoessen,Europe,Germany,Bavaria (Bayern)
1966,barmsee-kruen,Europe,Germany,Bavaria (Bayern)
1967,battenhausen-am-hohen-lohr,Europe,Germany,Hesse (Hessen)
1968,beerfelden,Europe,Germany,Hesse (Hessen)
1969,beiningen-blaubeuren,Europe,Germany,Baden-Wurttemberg
1970,beiwald-upfingen-st-johann,Europe,Germany,Baden-Wurttemberg
1971,beli-bor-tara,Europe,Germany,Germany
1972,benneckenstein,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1973,benzeck-blindau-reit-im-winkl,Europe,Germany,Bavaria (Bayern)
1974,bergbrunnenlift-gersbach,Europe,Germany,Baden-Wurttemberg
1975,berger-hoehe-wangen-im-allgaeu,Europe,Germany,Southern Germany
1976,berghalde-penzberg,Europe,Germany,Bavaria (Bayern)
1977,berglandlift-lackenhaeuser-neureichenau,Europe,Germany,Bavaria (Bayern)
1978,bergwiese-schwarzenbach-am-wald,Europe,Germany,Bavaria (Bayern)
1979,bermsgruen-schwarzenberg,Europe,Germany,Saxony (Sachsen)
1980,bidingen,Europe,Germany,Bavaria (Bayern)
1981,birkach-herrieden,Europe,Germany,Bavaria (Bayern)
1982,birkholzlift-heinersreuth-presseck,Europe,Germany,Bavaria (Bayern)
1983,bitz,Europe,Germany,Baden-Wurttemberg
1984,blasienberg-kirchheim-am-ries,Europe,Germany,Baden-Wurttemberg
1985,bleiche-beuren,Europe,Germany,Baden-Wurttemberg
1986,blockhaus-reichshof,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
1987,blomberg-bad-toelzwackersberg,Europe,Germany,Bavaria (Bayern)
1988,bocksberg-hahnenklee,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
1989,boebrach-bernried,Europe,Germany,Bavaria (Bayern)
1990,boettental-mehrstetten,Europe,Germany,Baden-Wurttemberg
1991,boettingen,Europe,Germany,Baden-Wurttemberg
1992,bohl-strassberg,Europe,Germany,Baden-Wurttemberg
1993,borgloh-hilter-uphoefen,Europe,Germany,Lower Saxony (Niedersachsen)
1994,breckerfeld-epscheid,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
1995,bregtalliftstaatsberg-furtwangen,Europe,Germany,Baden-Wurttemberg
1996,breitenberghochalpe-pfronten,Europe,Germany,Bavaria (Bayern)
1997,breitnau,Europe,Germany,Baden-Wurttemberg
1998,brenden-uehlingen-birkendorf,Europe,Germany,Baden-Wurttemberg
1999,brennberglift-etzelwang,Europe,Germany,Bavaria (Bayern)
2000,brigachlift-oberkirnach-st-georgen,Europe,Germany,Baden-Wurttemberg
2001,bromberg-alm-boebing,Europe,Germany,Bavaria (Bayern)
2002,bromskirchen-am-hohen-stein,Europe,Germany,Hesse (Hessen)
2003,brotjacklriegel,Europe,Germany,Bavaria (Bayern)
2004,buchberg,Europe,Germany,Bavaria (Bayern)
2005,buchberg-sebnitz,Europe,Germany,Saxony (Sachsen)
2006,buchenberg-buching-halblech,Europe,Germany,Bavaria (Bayern)
2007,buchschirmhang-hilders,Europe,Germany,Hesse (Hessen)
2008,buehlberg-guetenbach,Europe,Germany,Baden-Wurttemberg
2009,bueschergrund-freudenberg,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
2010,bungsberg,Europe,Germany,Schleswig-Holstein
2011,burgbernheim,Europe,Germany,Bavaria (Bayern)
2012,burgbuehl-obernheim,Europe,Germany,Baden-Wurttemberg
2013,buron-wertach,Europe,Germany,Bavaria (Bayern)
2014,buschberg-vorwerk-lengefeld,Europe,Germany,Saxony (Sachsen)
2015,butzberg-wunsiedel,Europe,Germany,Bavaria (Bayern)
2016,collenberg-halver,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2017,cronhuette,Europe,Germany,Baden-Wurttemberg
2018,cursdorf,Europe,Germany,Thuringia (Thuringen)
2019,daaden,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
2020,dammkar-mittenwald,Europe,Germany,Bavaria (Bayern)
2021,darmstaedter-huette,Europe,Germany,Baden-Wurttemberg
2022,datenberg-bad-tabarz,Europe,Germany,Thuringia (Thuringen)
2023,deesbach,Europe,Germany,Thuringia (Thuringen)
2024,deilingen,Europe,Germany,Baden-Wurttemberg
2025,dickeloch-winterlingen,Europe,Germany,Baden-Wurttemberg
2026,dobellifts-schoenwald-im-schwarzwald,Europe,Germany,Baden-Wurttemberg
2027,doebrastoecken-schwarzenbach-am-waldnaila,Europe,Germany,Bavaria (Bayern)
2028,doellberg-suhl,Europe,Germany,Thuringia (Thuringen)
2029,doernholtshausen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2030,dolberglift-saalhausen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2031,dollberg-zueschneuhuetten,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
2032,dossenheim,Europe,Germany,Baden-Wurttemberg
2033,dottingen-muensingen,Europe,Germany,Baden-Wurttemberg
2034,draisendorf,Europe,Germany,Bavaria (Bayern)
2035,duedinghausen-medebach,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2036,duerbheim,Europe,Germany,Baden-Wurttemberg
2037,duerre-fichte-siegmundsburg,Europe,Germany,Thuringia (Thuringen)
2038,ebersdorf-saldenburg,Europe,Germany,Bavaria (Bayern)
2039,ebingen-albstadt,Europe,Germany,Baden-Wurttemberg
2040,eck-riedelstein-arrach,Europe,Germany,Bavaria (Bayern)
2041,eibenstock,Europe,Germany,Saxony (Sachsen)
2042,eichberg-groeden-brandenburg,Europe,Germany,Brandenburg
2043,eichholzkopf,Europe,Germany,Hesse (Hessen)
2044,eisenbach,Europe,Germany,Baden-Wurttemberg
2045,eisenberg-neuenstein,Europe,Germany,Hesse (Hessen)
2046,eisenhuettenstadt,Europe,Germany,Brandenburg
2047,eismecke-ramsbeck,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2048,elkeringhausen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2049,ellegglifte-faistenoy-oy-mittelberg,Europe,Germany,Bavaria (Bayern)
2050,englaenderlifts-jakobsthal,Europe,Germany,Bavaria (Bayern)
2051,engstingen,Europe,Germany,Baden-Wurttemberg
2052,entenberg,Europe,Germany,Bavaria (Bayern)
2053,enzkloesterle,Europe,Germany,Baden-Wurttemberg
2054,erbendorf-pfaben,Europe,Germany,Bavaria (Bayern)
2055,erbeskopf-thalfang,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
2056,erlenberg-thurmansbang,Europe,Germany,Bavaria (Bayern)
2057,ernstberg-daun,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
2058,erpfingen-sonnenbuehl,Europe,Germany,Baden-Wurttemberg
2059,ersteberg-masserberg,Europe,Germany,Thuringia (Thuringen)
2060,eschenberg-niedersfeld,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2061,eschenbuckel-betzweiler,Europe,Germany,Baden-Wurttemberg
2062,eschenfelden-hirschbach,Europe,Germany,Bavaria (Bayern)
2063,eulenloch-langenbrand-schoemberg,Europe,Germany,Baden-Wurttemberg
2064,eversberg-meschede,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2065,fahrenberg-vohenstrauss,Europe,Germany,Bavaria (Bayern)
2066,falken,Europe,Germany,Bavaria (Bayern)
2067,falkenstein,Europe,Germany,Bavaria (Bayern)
2068,fallbachhang-oberhof,Europe,Germany,Thuringia (Thuringen)
2069,farnsberg,Europe,Germany,Bavaria (Bayern)
2070,felderhalde-isny,Europe,Germany,Southern Germany
2071,fischbach-schluchsee,Europe,Germany,Baden-Wurttemberg
2072,fischbach-ummendorf,Europe,Germany,Southern Germany
2073,fluckenlift-maierhoefen,Europe,Germany,Bavaria (Bayern)
2074,forstwald-neuschoenau,Europe,Germany,Bavaria (Bayern)
2075,fort-fun-winterwelt-bestwig,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2076,frankenlift-wurzbach,Europe,Germany,Thuringia (Thuringen)
2077,frauenau,Europe,Germany,Bavaria (Bayern)
2078,frauensteinlift-oberkalbach,Europe,Germany,Hesse (Hessen)
2079,frauenzell-brennberg,Europe,Germany,Bavaria (Bayern)
2080,friedenweiler,Europe,Germany,Baden-Wurttemberg
2081,friedrichsdorf-eberbach,Europe,Germany,Baden-Wurttemberg
2082,froettmaninger-berg-munich,Europe,Germany,Bavaria (Bayern)
2083,fuerstberg-eppenschlag,Europe,Germany,Bavaria (Bayern)
2084,gagraslift-steingaden,Europe,Germany,Bavaria (Bayern)
2085,gaistaltalwiese-bad-herrenalb,Europe,Germany,Baden-Wurttemberg
2086,galgenberg-marienberg,Europe,Germany,Saxony (Sachsen)
2087,gehrenlift-bischofsgruen,Europe,Germany,Bavaria (Bayern)
2088,geiersberg-hauzenberg,Europe,Germany,Bavaria (Bayern)
2089,geising,Europe,Germany,Saxony (Sachsen)
2090,genkingen-sonnenbuehl,Europe,Germany,Baden-Wurttemberg
2091,gerichtsberg-gelenau,Europe,Germany,Saxony (Sachsen)
2092,geyersberg-freyung,Europe,Germany,Bavaria (Bayern)
2093,giller-hilchenbach-luetzel,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
2094,glasberg-zwiesel,Europe,Germany,Bavaria (Bayern)
2095,glonn,Europe,Germany,Bavaria (Bayern)
2096,goellsdorf-rottweil,Europe,Germany,Baden-Wurttemberg
2097,goettersberg-tittling,Europe,Germany,Bavaria (Bayern)
2098,gohrersberg-kreuzthal,Europe,Germany,Bavaria (Bayern)
2099,goldlauter-suhl,Europe,Germany,Thuringia (Thuringen)
2100,grafenau,Europe,Germany,Bavaria (Bayern)
2101,grainet-haidel,Europe,Germany,Bavaria (Bayern)
2102,greifenstein,Europe,Germany,Hesse (Hessen)
2103,greuth-gerstetten,Europe,Germany,Baden-Wurttemberg
2104,grossbuechlberg-mitterteich,Europe,Germany,Bavaria (Bayern)
2105,grosser-feldberg-oberreifenberg-schmitten,Europe,Germany,Hesse (Hessen)
2106,grosserlach,Europe,Germany,Baden-Wurttemberg
2107,gruenbach,Europe,Germany,Saxony (Sachsen)
2108,gruensteinlift-schoenau-am-koenigssee,Europe,Germany,Bavaria (Bayern)
2109,gruentenlifte-kranzegg-rettenberg,Europe,Germany,Bavaria (Bayern)
2110,gschwend,Europe,Germany,Baden-Wurttemberg
2111,guettersbach,Europe,Germany,Hesse (Hessen)
2112,gutachhalde-lenzkirch-kappel,Europe,Germany,Baden-Wurttemberg
2113,hachenburg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2114,haenscheberg-neusalza-spremberg,Europe,Germany,Saxony (Sachsen)
2115,haeusern,Europe,Germany,Baden-Wurttemberg
2116,hahn-reichshof,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
2117,halblech,Europe,Germany,Bavaria (Bayern)
2118,haldenkoepfle,Europe,Germany,Baden-Wurttemberg
2119,harbecke,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2120,hardenbergmoellsiepen-meinerzhagen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2121,hart-nusplingen,Europe,Germany,Baden-Wurttemberg
2122,hartenrod,Europe,Germany,Hesse (Hessen)
2123,hasenhorn-todtnau,Europe,Germany,Baden-Wurttemberg
2124,hasenleite-ortlesbrunn,Europe,Germany,Bavaria (Bayern)
2125,hasselkopf-braunlage,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2126,hasslach-teuschnitz,Europe,Germany,Bavaria (Bayern)
2127,hattingen,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
2128,hatzesberg-ruderting,Europe,Germany,Bavaria (Bayern)
2129,hausen-ob-verena-hohenkarpfen,Europe,Germany,Baden-Wurttemberg
2130,heibek-bad-lauterberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2131,heidersdorf,Europe,Germany,Saxony (Sachsen)
2132,heigenbruecken,Europe,Germany,Bavaria (Bayern)
2133,heindlmuehle-wegscheid,Europe,Germany,Bavaria (Bayern)
2134,hennenstein-trochtelfingen,Europe,Germany,Baden-Wurttemberg
2135,herchenhainer-hoehe,Europe,Germany,Hesse (Hessen)
2136,herrenschwand,Europe,Germany,Baden-Wurttemberg
2137,herrischried,Europe,Germany,Baden-Wurttemberg
2138,herzogsreut-hinterschmiding,Europe,Germany,Bavaria (Bayern)
2139,herzogstand-walchensee,Europe,Germany,Bavaria (Bayern)
2140,hesel-zainingen-roemerstein,Europe,Germany,Baden-Wurttemberg
2141,hesselbacher-gletscher-bad-laasphe,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
2142,hesseneck-schoellenbach,Europe,Germany,Hesse (Hessen)
2143,heubach-masserberg,Europe,Germany,Thuringia (Thuringen)
2144,heumoederntal-treuchtlingen,Europe,Germany,Bavaria (Bayern)
2145,hirschbergarena-wickenrode-helsa,Europe,Germany,Hesse (Hessen)
2146,hirschkopf-carlsfeld,Europe,Germany,Saxony (Sachsen)
2147,hirtstein,Europe,Germany,Saxony (Sachsen)
2148,hirzenhain,Europe,Germany,Hesse (Hessen)
2149,hochberg-heidenheim-an-der-brenz,Europe,Germany,Baden-Wurttemberg
2150,hochfelln-bergen,Europe,Germany,Bavaria (Bayern)
2151,hochgrat-oberstaufen,Europe,Germany,Bavaria (Bayern)
2152,hochkopf,Europe,Germany,Baden-Wurttemberg
2153,hochplatte-marquartstein,Europe,Germany,Bavaria (Bayern)
2154,hochproeller,Europe,Germany,Bavaria (Bayern)
2155,hochschwarzeck-ramsau-bei-berchtesgaden,Europe,Germany,Bavaria (Bayern)
2156,hochsolling,Europe,Germany,Lower Saxony (Niedersachsen)
2157,hochstraesslifts-oberreute,Europe,Germany,Bavaria (Bayern)
2158,hoehn-schoenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2159,hoellkopf-driedorf,Europe,Germany,Hesse (Hessen)
2160,hoellkreuz-hoellhoehe-neukirchen-b-hl-blut,Europe,Germany,Bavaria (Bayern)
2161,hoellzachersbuk-sulzbuerg-muehlhausen,Europe,Germany,Bavaria (Bayern)
2162,hofeck-hof-bernau-im-schwarzwald,Europe,Germany,Baden-Wurttemberg
2163,hohe-acht-jammelshofen-kaltenborn,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
2164,hohe-geba-traebes-stepfershausen,Europe,Germany,Thuringia (Thuringen)
2165,hohe-lied-gellinghausen-schmallenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2166,hohenberg-rosenberg,Europe,Germany,Baden-Wurttemberg
2167,hohenbogen-neukirchen-bei-hl-blut,Europe,Germany,Bavaria (Bayern)
2168,hohenfurch,Europe,Germany,Bavaria (Bayern)
2169,hohensolms,Europe,Germany,Hesse (Hessen)
2170,hohenstein,Europe,Germany,Bavaria (Bayern)
2171,hoher-meissner-eschwegehessisch-lichtenau,Europe,Germany,Hesse (Hessen)
2172,hoherodskopf-breungeshainer-hangrennwiese,Europe,Germany,Hesse (Hessen)
2173,hohes-gras-kassel,Europe,Germany,Hesse (Hessen)
2174,holthausen-schmallenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2175,holzelfingen-lichtenstein-wintersport-arena,Europe,Germany,Baden-Wurttemberg
2176,holzhau,Europe,Germany,Saxony (Sachsen)
2177,holzhausen,Europe,Germany,Hesse (Hessen)
2178,holzhausen-externsteine-horn-bad-meinberg,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
2179,hombergziegenhelle-snow-world-zueschen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2180,hornlift-froehnd,Europe,Germany,Baden-Wurttemberg
2181,huehnerfarm-ehrenfriedersdorf,Europe,Germany,Saxony (Sachsen)
2182,hundsbach,Europe,Germany,Baden-Wurttemberg
2183,ibach,Europe,Germany,Baden-Wurttemberg
2184,iberg-riedholz-maierhoefen,Europe,Germany,Bavaria (Bayern)
2185,idealhanglift-niederdorf-obermaiselstein,Europe,Germany,Bavaria (Bayern)
2186,ilgenlift-steingaden,Europe,Germany,Bavaria (Bayern)
2187,ilmenau,Europe,Germany,Thuringia (Thuringen)
2188,im-breiten-tal-schwabsoien,Europe,Germany,Bavaria (Bayern)
2189,im-christseifen-wingeshausen-bad-berleburg,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen)
2190,im-gelltal-waldkappel,Europe,Germany,Hesse (Hessen)
2191,im-lehen-hoechenschwand,Europe,Germany,Baden-Wurttemberg
2192,inselsberg-bad-tabarz,Europe,Germany,Thuringia (Thuringen)
2193,jachenau-muehle,Europe,Germany,Bavaria (Bayern)
2194,jaegerstrasse-klingenthal,Europe,Germany,Saxony (Sachsen)
2195,johannisberg-freudenberg,Europe,Germany,Bavaria (Bayern)
2196,johannisstein-hain-oybin,Europe,Germany,Saxony (Sachsen)
2197,jonsdorf,Europe,Germany,Saxony (Sachsen)
2198,jusi-kohlberg,Europe,Germany,Baden-Wurttemberg
2199,juxkopf-spiegelberg,Europe,Germany,Baden-Wurttemberg
2200,kadernberg-schoenberg,Europe,Germany,Bavaria (Bayern)
2201,kaeppele-wittendorf-lossburg,Europe,Germany,Baden-Wurttemberg
2202,kaisersbach,Europe,Germany,Baden-Wurttemberg
2203,kalte-herberge-urach,Europe,Germany,Baden-Wurttemberg
2204,kalteck-achslach,Europe,Germany,Bavaria (Bayern)
2205,kanapee-muehlheim-an-der-donau,Europe,Germany,Baden-Wurttemberg
2206,kandel,Europe,Germany,Baden-Wurttemberg
2207,kandelblick,Europe,Germany,Baden-Wurttemberg
2208,karsee-wangen-im-allgaeu,Europe,Germany,Southern Germany
2209,katzenhalde-queidersbach,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz)
2210,katzenkopf-walchensee,Europe,Germany,Bavaria (Bayern)
2211,kegelberg-erlbach,Europe,Germany,Saxony (Sachsen)
2212,keilhauer-berg-nabburg,Europe,Germany,Bavaria (Bayern)
2213,kerschbaumlift-grattersdorf,Europe,Germany,Bavaria (Bayern)
2214,kesselberg-oberkirnach-st-georgen,Europe,Germany,Baden-Wurttemberg
2215,kessellifts-inzell,Europe,Germany,Bavaria (Bayern)
2216,kesselrain-heidelstein,Europe,Germany,Hesse (Hessen)
2217,kirchdorfer-huegel-bad-woerishofen,Europe,Germany,Bavaria (Bayern)
2218,kirgel-gaildorf,Europe,Germany,Baden-Wurttemberg
2219,klaushang-gornsdorf,Europe,Germany,Saxony (Sachsen)
2220,kleingladenbach,Europe,Germany,Hesse (Hessen)
2221,kniebis,Europe,Germany,Baden-Wurttemberg
2222,knoten-oberrodrennerod,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2223,koedellift-nordhalben,Europe,Germany,Bavaria (Bayern)
2224,koenigswalde,Europe,Germany,Saxony (Sachsen)
2225,kohlberglift-neuenrade,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge)
2226,kohlhof-heidelberg,Europe,Germany,Baden-Wurttemberg
2227,kollerlift-bischofswiesen,Europe,Germany,Bavaria (Bayern)
2228,kolmberg-neuhof-an-der-zenn,Europe,Germany,Bavaria (Bayern)
2229,kornberg,Europe,Germany,Bavaria (Bayern)
2230,kraimoos-bernau-am-chiemsee,Europe,Germany,Bavaria (Bayern)
2231,kramelskopf-steinbach,Europe,Germany,Hesse (Hessen)
2232,kranzberg-mittenwald,Europe,Germany,Bavaria (Bayern)
2233,kreenheitstetten,Europe,Germany,Baden-Wurttemberg
2234,kreuthlift-bad-oberdorf,Europe,Germany,Bavaria (Bayern)
2235,kreuzbachthallift-kreuzthal,Europe,Germany,Bavaria (Bayern)
2236,kreuzberg-bischofsheim-an-der-rhoen,Europe,Germany,Bavaria (Bayern)
2237,kreuzmoeslberg-berg,Europe,Germany,Bavaria (Bayern)
2238,kreuzweg-neuenweg-hinterheubronn,Europe,Germany,Baden-Wurttemberg
2239,kuhberglifte-lenzkirch-saig,Europe,Germany,Baden-Wurttemberg
2240,laber-oberammergau,Europe,Germany,Bavaria (Bayern)
2241,laichingen,Europe,Germany,Baden-Wurttemberg
2242,laiernberg-hettingen,Europe,Germany,Baden-Wurttemberg
2243,landerzhofen-greding,Europe,Germany,Bavaria (Bayern)
2244,landsberied,Europe,Germany,Bavaria (Bayern)
2245,langenau-tettau,Europe,Germany,Bavaria (Bayern)
2246,langenberg-geiselwind,Europe,Germany,Bavaria (Bayern)
