Resort ID,Adult,Currency
1427,35.0,European Euro
1428,30.0,European Euro
1429,25.0,European Euro
1430,29.0,Bulgarian Lev
1431,27.5,Bulgarian Lev
1432,27.5,Bulgarian Lev
1433,17.5,Bulgarian Lev
1434,27.5,Bulgarian Lev
1435,0.0,-
1436,0.0,-
1437,15.0,Bulgarian Lev
1438,0.0,-
1439,0.0,-
1440,0.0,-
1441,0.0,-
1442,0.0,-
1443,0.0,-
1444,0.0,-
1445,0.0,-
1446,0.0,-
1447,0.0,-
1448,0.0,-
1449,0.0,-
1450,35.5,Serbian dinar
1451,20.5,Serbian dinar
1452,35.5,Serbian dinar
1453,0.0,-
1454,0.0,-
1455,0.0,-
1456,13.0,Serbian dinar
1457,0.0,-
1458,0.0,-
1459,0.0,-
1460,0.0,-
1461,0.0,-
1462,0.0,-
1463,0.0,-
1464,0.0,-
1465,0.0,-
1466,0.0,-
1467,0.0,-
1468,0.0,-
1469,0.0,-
1470,0.0,-
1471,0.0,-
1472,0.0,-
1473,0.0,-
1474,0.0,-
1475,51.15,Norwegian krone
1476,47.3,Norwegian krone
1477,47.3,Norwegian krone
1478,48.4,Norwegian krone
1479,46.2,Norwegian krone
1480,45.1,Norwegian krone
1481,47.3,Norwegian krone
1482,38.5,Norwegian krone
1483,44.55,Norwegian krone
1484,47.3,Norwegian krone
1485,40.7,Norwegian krone
1486,45.65,Norwegian krone
1487,45.1,Norwegian krone
1488,44.0,Norwegian krone
1489,43.45,Norwegian krone
1490,45.65,Norwegian krone
1491,43.45,Norwegian krone
1492,43.45,Norwegian krone
1493,44.0,Norwegian krone
1494,44.55,Norwegian krone
1495,41.8,Norwegian krone
1496,41.8,Norwegian krone
1497,42.9,Norwegian krone
1498,38.5,Norwegian krone
1499,40.7,Norwegian krone
1500,38.5,Norwegian krone
1501,28.6,Norwegian krone
1502,33.0,Norwegian krone
1503,39.05,Norwegian krone
1504,3.3,Norwegian krone
1505,27.5,Norwegian krone
1506,39.6,Norwegian krone
1507,33.0,Norwegian krone
1508,40.7,Norwegian krone
1509,31.9,Norwegian krone
1510,35.2,Norwegian krone
1511,38.5,Norwegian krone
1512,40.7,Norwegian krone
1513,38.5,Norwegian krone
1514,37.4,Norwegian krone
1515,42.9,Norwegian krone
1516,40.7,Norwegian krone
1517,27.5,Norwegian krone
1518,25.3,Norwegian krone
1519,42.9,Norwegian krone
1520,36.3,Norwegian krone
1521,36.3,Norwegian krone
1522,44.55,Norwegian krone
1523,45.1,Norwegian krone
1524,0.0,-
1525,34.1,Norwegian krone
1526,42.9,Norwegian krone
1527,40.7,Norwegian krone
1528,39.6,Norwegian krone
1529,43.45,Norwegian krone
1530,39.6,Norwegian krone
1531,38.5,Norwegian krone
1532,39.6,Norwegian krone
1533,34.1,Norwegian krone
1534,22.0,Norwegian krone
1535,35.2,Norwegian krone
1536,30.8,Norwegian krone
1537,31.9,Norwegian krone
1538,22.0,Norwegian krone
1539,44.0,Norwegian krone
1540,40.7,Norwegian krone
1541,43.45,Norwegian krone
1542,37.4,Norwegian krone
1543,0.0,-
1544,40.7,Norwegian krone
1545,37.4,Norwegian krone
1546,16.5,Norwegian krone
1547,0.0,-
1548,0.0,-
1549,33.0,Norwegian krone
1550,40.7,Norwegian krone
1551,22.0,Norwegian krone
1552,35.2,Norwegian krone
1553,39.6,Norwegian krone
1554,35.2,Norwegian krone
1555,42.9,Norwegian krone
1556,43.45,Norwegian krone
1557,36.3,Norwegian krone
1558,42.35,Norwegian krone
1559,37.4,Norwegian krone
1560,45.1,Norwegian krone
1561,38.5,Norwegian krone
1562,27.5,Norwegian krone
1563,33.0,Norwegian krone
1564,39.6,Norwegian krone
1565,39.6,Norwegian krone
1566,36.85,Norwegian krone
1567,32.45,Norwegian krone
1568,35.2,Norwegian krone
1569,37.4,Norwegian krone
1570,38.5,Norwegian krone
1571,41.25,Norwegian krone
1572,40.7,Norwegian krone
1573,39.6,Norwegian krone
1574,0.0,-
1575,36.3,Norwegian krone
1576,35.2,Norwegian krone
1577,37.4,Norwegian krone
1578,41.8,Norwegian krone
1579,38.5,Norwegian krone
1580,37.4,Norwegian krone
1581,33.0,Norwegian krone
1582,0.0,-
1583,0.0,-
1584,25.3,Norwegian krone
1585,43.45,Norwegian krone
1586,39.6,Norwegian krone
1587,55.8,Swedish krona
1588,49.199999999999996,Swedish krona
1589,49.199999999999996,Swedish krona
1590,48.0,Swedish krona
1591,38.4,Swedish krona
1592,48.0,Swedish krona
1593,48.0,Swedish krona
1594,45.0,Swedish krona
1595,49.199999999999996,Swedish krona
1596,45.0,Swedish krona
1597,46.8,Swedish krona
1598,44.4,Swedish krona
1599,41.4,Swedish krona
1600,46.199999999999996,Swedish krona
1601,46.8,Swedish krona
1602,46.199999999999996,Swedish krona
1603,49.199999999999996,Swedish krona
1604,46.8,Swedish krona
1605,48.0,Swedish krona
1606,51.6,Swedish krona
1607,46.8,Swedish krona
1608,38.4,Swedish krona
1609,26.4,Swedish krona
1610,12.0,Swedish krona
1611,0.0,-
1612,16.8,Swedish krona
1613,25.2,Swedish krona
1614,19.2,Swedish krona
1615,0.0,-
1616,14.399999999999999,Swedish krona
1617,0.0,-
1618,0.0,-
1619,0.0,-
1620,0.0,-
1621,18.0,Swedish krona
1622,12.0,Swedish krona
1623,40.8,Swedish krona
1624,18.0,Swedish krona
1625,12.0,Swedish krona
1626,40.8,Swedish krona
1627,0.0,-
1628,40.8,Swedish krona
1629,24.0,Swedish krona
1630,44.4,Swedish krona
1631,33.6,Swedish krona
1632,0.0,-
1633,31.2,Swedish krona
1634,39.0,Swedish krona
1635,12.0,Swedish krona
1636,40.8,Swedish krona
1637,36.0,Swedish krona
1638,28.2,Swedish krona
1639,24.0,Swedish krona
1640,14.399999999999999,Swedish krona
1641,0.0,-
1642,27.0,Swedish krona
1643,41.4,Swedish krona
1644,40.8,Swedish krona
1645,40.199999999999996,Swedish krona
1646,0.0,-
1647,43.199999999999996,Swedish krona
1648,43.199999999999996,Swedish krona
1649,38.4,Swedish krona
1650,0.0,-
1651,32.4,Swedish krona
1652,19.2,Swedish krona
1653,0.0,-
1654,43.8,Swedish krona
1655,38.4,Swedish krona
1656,22.8,Swedish krona
1657,43.199999999999996,Swedish krona
1658,19.2,Swedish krona
1659,19.2,Swedish krona
1660,0.0,-
1661,12.6,Swedish krona
1662,28.2,Swedish krona
1663,0.0,-
1664,36.0,Swedish krona
1665,42.0,Swedish krona
1666,38.4,Swedish krona
1667,18.0,Swedish krona
1668,16.8,Swedish krona
1669,42.6,Swedish krona
1670,18.0,Swedish krona
1671,0.0,-
1672,32.4,Swedish krona
1673,14.399999999999999,Swedish krona
1674,0.0,-
1675,12.0,Swedish krona
1676,40.8,Swedish krona
1677,4.8,Swedish krona
1678,19.2,Swedish krona
1679,28.799999999999997,Swedish krona
1680,0.0,-
1681,28.799999999999997,Swedish krona
1682,37.199999999999996,Swedish krona
1683,34.8,Swedish krona
1684,18.0,Swedish krona
1685,18.0,Swedish krona
1686,38.4,Swedish krona
1687,38.4,Swedish krona
1688,0.0,-
1689,0.0,-
1690,37.199999999999996,Swedish krona
1691,0.0,-
1692,34.8,Swedish krona
1693,39.6,Swedish krona
1694,38.4,Swedish krona
1695,25.2,Swedish krona
1696,27.599999999999998,Swedish krona
1697,22.8,Swedish krona
1698,6.0,Swedish krona
1699,32.4,Swedish krona
1700,41.4,Swedish krona
1701,0.0,-
1702,6.0,Swedish krona
1703,0.0,-
1704,0.0,-
1705,43.0,European Euro
1706,39.0,European Euro
1707,28.0,European Euro
1708,34.0,European Euro
1709,30.0,European Euro
1710,30.0,European Euro
1711,29.0,European Euro
1712,25.0,European Euro
1714,16.0,European Euro
1715,0.0,-
1716,16.0,European Euro
1717,13.0,European Euro
1718,12.0,European Euro
1719,12.0,European Euro
1720,14.0,European Euro
1721,16.0,European Euro
1722,0.0,-
1723,16.0,European Euro
1724,0.0,-
1726,0.0,-
1727,0.0,-
1728,0.0,-
1729,20.0,European Euro
1730,14.0,European Euro
1731,16.0,European Euro
1732,12.0,European Euro
1733,18.0,European Euro
1734,12.0,European Euro
1735,10.0,European Euro
1736,18.0,European Euro
1737,35.0,European Euro
1738,0.0,-
1739,19.0,European Euro
1740,19.0,European Euro
1741,18.0,European Euro
1742,15.0,European Euro
1743,15.0,European Euro
1744,0.0,-
1745,18.0,European Euro
1746,10.0,European Euro
1747,10.0,European Euro
1748,13.0,European Euro
1749,0.0,-
1750,19.0,European Euro
1751,23.0,European Euro
1752,18.0,European Euro
1753,0.0,-
1754,0.0,-
1755,0.0,-
1756,14.0,European Euro
1757,27.0,European Euro
1758,12.0,European Euro
1759,18.0,European Euro
1760,19.0,European Euro
1761,12.0,European Euro
1762,18.0,European Euro
1763,17.0,European Euro
1764,0.0,-
1765,15.0,European Euro
1766,17.0,European Euro
1767,15.0,European Euro
1768,17.0,European Euro
1769,30.0,European Euro
1770,15.0,European Euro
1771,13.0,European Euro
1772,7.0,European Euro
1773,14.0,European Euro
1774,22.0,European Euro
1776,14.0,European Euro
1777,24.0,European Euro
1778,12.0,European Euro
1779,16.0,European Euro
1780,22.0,European Euro
1781,10.0,European Euro
1782,8.0,European Euro
1783,12.0,European Euro
1784,0.0,-
1785,0.0,-
1786,12.0,European Euro
1787,16.0,European Euro
1788,15.0,European Euro
1789,15.0,European Euro
1790,0.0,-
1791,15.0,European Euro
1792,0.0,-
1793,25.0,European Euro
1794,19.0,European Euro
1795,25.0,European Euro
1796,16.0,European Euro
1797,0.0,-
1798,23.0,European Euro
1799,14.0,European Euro
1800,14.0,European Euro
1801,14.0,European Euro
1802,12.0,European Euro
1803,0.0,-
1804,18.0,European Euro
1805,17.0,European Euro
1806,18.0,European Euro
1807,12.0,European Euro
1808,22.0,European Euro
1809,13.0,European Euro
1810,10.0,European Euro
1811,17.0,European Euro
1812,20.0,European Euro
1813,0.0,-
1814,0.0,-
1815,17.0,European Euro
1816,16.0,European Euro
1817,13.0,European Euro
1818,16.0,European Euro
1819,33.0,European Euro
1820,0.0,-
1821,10.0,European Euro
1823,20.0,European Euro
1824,19.0,European Euro
1825,15.0,European Euro
1826,10.0,European Euro
1827,14.0,European Euro
1828,12.0,European Euro
1829,8.0,European Euro
1830,13.0,European Euro
1840,43.0,European Euro
1841,33.0,European Euro
1842,38.0,European Euro
1843,47.0,European Euro
1845,38.0,European Euro
1846,38.0,European Euro
1847,38.0,European Euro
1848,36.0,European Euro
1849,30.0,European Euro
1850,35.0,European Euro
1851,36.0,European Euro
1853,26.0,European Euro
1854,26.0,European Euro
1855,39.0,European Euro
1856,23.0,European Euro
1857,31.0,European Euro
1858,35.0,European Euro
1859,25.0,European Euro
1860,37.0,European Euro
1861,24.0,European Euro
1863,29.0,European Euro
1864,28.0,European Euro
1865,22.0,European Euro
1866,24.0,European Euro
1867,45.0,European Euro
1868,27.0,European Euro
1869,25.0,European Euro
1870,22.0,European Euro
1871,36.0,European Euro
1872,32.0,European Euro
1873,18.0,European Euro
1874,29.0,European Euro
1875,30.0,European Euro
1876,25.0,European Euro
1877,24.0,European Euro
1878,20.0,European Euro
1879,35.0,European Euro
1880,10.0,European Euro
1881,20.0,European Euro
1882,19.0,European Euro
1883,7.0,European Euro
1884,19.0,European Euro
1885,32.0,European Euro
1886,20.0,European Euro
1887,0.0,-
1888,20.0,European Euro
1889,14.0,European Euro
1890,18.0,European Euro
1891,18.0,European Euro
1893,25.0,European Euro
1894,20.0,European Euro
1895,20.0,European Euro
1896,14.0,European Euro
1897,13.0,European Euro
1898,0.0,-
1900,10.0,European Euro
1901,17.0,European Euro
1902,52.0,European Euro
1903,14.0,European Euro
1904,18.0,European Euro
1905,18.0,European Euro
1906,11.0,European Euro
1907,13.0,European Euro
1908,17.0,European Euro
1909,12.0,European Euro
1910,20.0,European Euro
1911,18.0,European Euro
1912,16.0,European Euro
1913,18.0,European Euro
1914,0.0,-
1915,12.0,European Euro
1916,12.0,European Euro
1918,12.0,European Euro
1919,20.0,European Euro
1920,0.0,-
1921,20.0,European Euro
1922,12.0,European Euro
1923,19.0,European Euro
1924,13.0,European Euro
1925,12.0,European Euro
1926,0.0,-
1927,0.0,-
1928,0.0,-
1929,9.0,European Euro
1930,0.0,-
1931,0.0,-
1932,0.0,-
1933,0.0,-
1934,0.0,-
1935,22.0,European Euro
1936,0.0,-
1937,7.0,European Euro
1938,12.0,European Euro
1939,0.0,-
1940,0.0,-
1941,8.0,European Euro
1942,13.0,European Euro
1943,0.0,-
1944,18.0,European Euro
1945,10.0,European Euro
1946,0.0,-
1947,0.0,-
1948,0.0,-
1949,0.0,-
1950,0.0,-
1952,0.0,-
1953,0.0,-
1954,9.0,European Euro
1955,9.0,European Euro
1956,14.0,European Euro
1957,17.0,European Euro
1958,0.0,-
1959,0.0,-
1960,0.0,-
1961,15.0,European Euro
1962,0.0,-
1963,0.0,-
1964,0.0,-
1965,0.0,-
1966,0.0,-
1967,19.0,European Euro
1968,16.0,European Euro
1969,16.0,European Euro
1970,16.0,European Euro
1971,0.0,-
1972,0.0,-
1973,17.0,European Euro
1974,0.0,-
1975,10.0,European Euro
1976,3.0,European Euro
1977,0.0,-
1978,0.0,-
1979,0.0,-
1981,0.0,-
1982,17.0,European Euro
1983,0.0,-
1984,0.0,-
1985,0.0,-
1986,0.0,-
1987,22.0,European Euro
1989,0.0,-
1990,0.0,-
1991,13.0,European Euro
1992,0.0,-
1993,0.0,-
1994,7.0,European Euro
1995,14.0,European Euro
1996,29.0,European Euro
1997,19.0,European Euro
1999,0.0,-
2000,13.0,European Euro
2001,13.0,European Euro
2002,9.0,European Euro
2003,16.0,European Euro
2005,0.0,-
2007,10.0,European Euro
2008,0.0,-
2009,0.0,-
2010,0.0,-
2011,17.0,European Euro
2012,0.0,-
2013,20.0,European Euro
2014,0.0,-
2015,0.0,-
2016,0.0,-
2017,0.0,-
2018,0.0,-
2019,0.0,-
2021,0.0,-
2022,0.0,-
2023,0.0,-
2024,0.0,-
2025,0.0,-
2026,18.0,European Euro
2027,0.0,-
2028,0.0,-
2029,0.0,-
2030,0.0,-
2031,0.0,-
2032,0.0,-
2033,19.0,European Euro
2034,6.0,European Euro
2035,0.0,-
2036,0.0,-
2037,0.0,-
2038,5.0,European Euro
2039,16.0,European Euro
2040,0.0,-
2042,0.0,-
2043,0.0,-
2044,8.0,European Euro
2045,13.0,European Euro
2046,0.0,-
2047,0.0,-
2048,0.0,-
2049,10.0,European Euro
2050,0.0,-
2051,0.0,-
2052,10.0,European Euro
2053,20.0,European Euro
2054,9.0,European Euro
2055,0.0,-
2056,0.0,-
2057,0.0,-
2058,0.0,-
2059,0.0,-
2060,18.0,European Euro
2061,0.0,-
2062,0.0,-
2063,15.0,European Euro
2064,0.0,-
2065,12.0,European Euro
2066,0.0,-
2067,4.0,European Euro
2069,0.0,-
2070,12.0,European Euro
2071,18.0,European Euro
2072,0.0,-
2073,15.0,European Euro
2074,0.0,-
2075,17.0,European Euro
2076,12.0,European Euro
2077,0.0,-
2078,0.0,-
2079,0.0,-
2080,0.0,-
2081,0.0,-
2082,0.0,-
2083,6.0,European Euro
2084,0.0,-
2085,0.0,-
2086,5.0,European Euro
2087,15.0,European Euro
2088,9.0,European Euro
2089,13.0,European Euro
2090,14.0,European Euro
2091,9.0,European Euro
2092,13.0,European Euro
2093,16.0,European Euro
2094,0.0,-
2095,11.0,European Euro
2096,0.0,-
2097,0.0,-
2098,18.0,European Euro
2099,0.0,-
2100,0.0,-
2101,13.0,European Euro
2102,0.0,-
2103,0.0,-
2104,0.0,-
2105,0.0,-
2106,18.0,European Euro
2107,0.0,-
2108,0.0,-
2109,31.0,European Euro
2110,12.0,European Euro
2111,0.0,-
2113,0.0,-
2114,0.0,-
2115,7.0,European Euro
2116,10.0,European Euro
2118,26.0,European Euro
2119,0.0,-
2120,0.0,-
2121,0.0,-
2122,13.0,European Euro
2123,26.0,European Euro
2124,0.0,-
2125,0.0,-
2126,0.0,-
2127,0.0,-
2128,0.0,-
2129,0.0,-
2130,10.0,European Euro
2131,0.0,-
2132,14.0,European Euro
2133,9.0,European Euro
2134,7.0,European Euro
2135,15.0,European Euro
2136,19.0,European Euro
2137,25.0,European Euro
2138,10.0,European Euro
2140,0.0,-
2141,11.0,European Euro
2142,0.0,-
2143,19.0,European Euro
2144,7.0,European Euro
2145,0.0,-
2147,4.0,European Euro
2148,0.0,-
2149,8.0,European Euro
2150,33.0,European Euro
2152,0.0,-
2153,17.0,European Euro
2154,15.0,European Euro
2155,22.0,European Euro
2156,6.0,European Euro
2157,15.0,European Euro
2158,9.0,European Euro
2159,0.0,-
2160,15.0,European Euro
2161,0.0,-
2162,22.0,European Euro
2163,0.0,-
2164,0.0,-
2165,20.0,European Euro
2166,0.0,-
2168,0.0,-
2169,0.0,-
2170,0.0,-
2171,17.0,European Euro
2172,12.0,European Euro
2173,0.0,-
2174,0.0,-
2176,20.0,European Euro
2177,6.0,European Euro
2178,0.0,-
2179,24.0,European Euro
2180,22.0,European Euro
2181,0.0,-
2183,0.0,-
2185,0.0,-
2186,0.0,-
2187,0.0,-
2188,0.0,-
2189,0.0,-
2190,0.0,-
2191,8.0,European Euro
2192,30.0,European Euro
2193,0.0,-
2194,10.0,European Euro
2195,0.0,-
2196,0.0,-
2197,0.0,-
2198,0.0,-
2199,0.0,-
2200,0.0,-
2201,0.0,-
2202,0.0,-
2203,14.0,European Euro
2204,15.0,European Euro
2205,9.0,European Euro
2206,18.0,European Euro
2207,16.0,European Euro
2208,0.0,-
2209,0.0,-
2210,0.0,-
2211,16.0,European Euro
2212,0.0,-
2213,16.0,European Euro
2214,14.0,European Euro
2215,13.0,European Euro
2216,0.0,-
2217,0.0,-
2218,0.0,-
2219,0.0,-
2220,12.0,European Euro
2222,10.0,European Euro
2223,0.0,-
2224,12.0,European Euro
2225,0.0,-
2226,0.0,-
2227,10.0,European Euro
2228,0.0,-
2229,16.0,European Euro
2230,0.0,-
2231,10.0,European Euro
2232,29.0,European Euro
2233,0.0,-
2234,0.0,-
2235,0.0,-
2236,17.0,European Euro
2237,0.0,-
2238,0.0,-
2239,15.0,European Euro
2241,18.0,European Euro
2242,6.0,European Euro
2243,0.0,-
2244,0.0,-
2245,7.0,European Euro
2246,0.0,-
2248,18.0,European Euro
2249,0.0,-
2250,10.0,European Euro
2252,0.0,-
2253,0.0,-
2254,0.0,-
2255,0.0,-
2256,0.0,-
2257,0.0,-
2258,0.0,-
2259,0.0,-
2260,0.0,-
2261,0.0,-
2262,15.0,European Euro
2263,0.0,-
2264,15.0,European Euro
2265,15.0,European Euro
2266,0.0,-
2267,20.0,European Euro
2268,12.0,European Euro
2269,0.0,-
2270,0.0,-
2271,28.0,European Euro
2272,12.0,European Euro
2273,0.0,-
2274,0.0,-
2275,6.0,European Euro
2276,24.0,European Euro
2277,11.0,European Euro
2278,22.0,European Euro
2279,8.0,European Euro
2280,0.0,-
2281,0.0,-
2282,0.0,-
2283,0.0,-
2284,0.0,-
2285,10.0,European Euro
2286,0.0,-
2287,25.0,European Euro
2288,29.0,European Euro
2289,0.0,-
2290,0.0,-
2291,14.0,European Euro
2292,0.0,-
2293,0.0,-
2294,0.0,-
2295,0.0,-
2296,13.0,European Euro
2297,0.0,-
2298,29.0,European Euro
2299,10.0,European Euro
2300,0.0,-
2301,13.0,European Euro
2302,14.0,European Euro
2303,0.0,-
2304,14.0,European Euro
2305,15.0,European Euro
2306,0.0,-
2307,0.0,-
2308,0.0,-
2309,0.0,-
2310,19.0,European Euro
2311,0.0,-
2312,0.0,-
2313,13.0,European Euro
2314,0.0,-
2315,20.0,European Euro
2316,14.0,European Euro
2317,0.0,-
2318,19.0,European Euro
2319,18.0,European Euro
2321,16.0,European Euro
2322,0.0,-
2324,10.0,European Euro
2325,0.0,-
2326,9.0,European Euro
2327,8.0,European Euro
2330,14.0,European Euro
2331,0.0,-
2332,10.0,European Euro
2333,0.0,-
2335,0.0,-
2336,0.0,-
2337,0.0,-
2338,10.0,European Euro
2339,0.0,-
2340,15.0,European Euro
2341,0.0,-
2342,0.0,-
2343,17.0,European Euro
2344,13.0,European Euro
2345,9.0,European Euro
2346,18.0,European Euro
2347,20.0,European Euro
2348,0.0,-
2349,10.0,European Euro
2350,0.0,-
2351,0.0,-
2352,0.0,-
2353,0.0,-
2354,0.0,-
2355,0.0,-
2356,22.0,European Euro
2357,18.0,European Euro
2358,0.0,-
2359,0.0,-
2360,18.0,European Euro
2361,0.0,-
2362,18.0,European Euro
2363,12.0,European Euro
2364,0.0,-
2365,20.0,European Euro
2367,0.0,-
2368,11.0,European Euro
2369,0.0,-
2370,0.0,-
2371,8.0,European Euro
2372,11.0,European Euro
2373,0.0,-
2374,0.0,-
2375,0.0,-
2376,20.0,European Euro
2377,22.0,European Euro
2378,0.0,-
2379,14.0,European Euro
2380,15.0,European Euro
2381,0.0,-
2382,13.0,European Euro
2383,11.0,European Euro
2384,0.0,-
2385,0.0,-
2386,0.0,-
2387,11.0,European Euro
2388,0.0,-
2389,0.0,-
2390,8.0,European Euro
2391,18.0,European Euro
2392,23.0,European Euro
2394,0.0,-
2395,0.0,-
2396,0.0,-
2397,0.0,-
2398,0.0,-
2399,0.0,-
2400,14.0,European Euro
2401,0.0,-
2402,20.0,European Euro
2403,15.0,European Euro
2404,16.0,European Euro
2405,13.0,European Euro
2406,11.0,European Euro
2407,18.0,European Euro
2408,0.0,-
2409,22.0,European Euro
2410,0.0,-
2411,19.0,European Euro
2412,0.0,-
2413,0.0,-
2414,0.0,-
2415,0.0,-
2416,0.0,-
2417,0.0,-
2419,22.0,European Euro
2420,6.0,European Euro
2421,9.0,European Euro
2422,0.0,-
2423,20.0,European Euro
2424,26.0,European Euro
2425,31.0,European Euro
2426,0.0,-
2427,0.0,-
2428,0.0,-
2429,0.0,-
2430,0.0,-
2432,0.0,-
2433,22.0,European Euro
2434,0.0,-
2435,20.0,European Euro
2436,17.0,European Euro
2437,17.0,European Euro
2438,16.0,European Euro
2439,11.0,European Euro
2440,0.0,-
2441,0.0,-
2442,0.0,-
2443,0.0,-
2444,0.0,-
2445,32.0,European Euro
2446,0.0,-
2447,21.0,European Euro
2448,0.0,-
2449,14.0,European Euro
2450,12.0,European Euro
2451,0.0,-
2452,0.0,-
2453,0.0,-
2454,0.0,-
2455,25.0,European Euro
2456,25.0,European Euro
2457,0.0,-
2458,0.0,-
2459,0.0,-
2460,16.0,European Euro
2461,9.0,European Euro
2462,10.0,European Euro
2463,3.0,European Euro
2464,22.0,European Euro
2465,0.0,-
2466,0.0,-
2467,16.0,European Euro
2468,0.0,-
2469,24.0,European Euro
2470,17.0,European Euro
2471,26.0,European Euro
2472,0.0,-
2473,0.0,-
2474,0.0,-
2475,0.0,-
2476,0.0,-
2477,18.0,European Euro
2478,21.0,European Euro
2479,12.0,European Euro
2480,29.0,European Euro
2481,0.0,-
2482,15.0,European Euro
2483,0.0,-
2485,24.0,European Euro
2486,19.0,European Euro
2487,18.0,European Euro
2488,18.0,European Euro
2489,8.0,European Euro
2490,16.0,European Euro
2491,0.0,-
2492,8.0,European Euro
2493,0.0,-
2494,0.0,-
2495,6.0,European Euro
2496,0.0,-
2497,5.0,European Euro
2498,0.0,-
2499,21.0,European Euro
2500,0.0,-
2501,0.0,-
2502,27.0,European Euro
2503,0.0,-
2504,0.0,-
2505,19.0,European Euro
2506,18.0,European Euro
2507,0.0,-
2508,0.0,-
2510,14.0,European Euro
2511,0.0,-
2512,0.0,-
2513,0.0,-
2514,0.0,-
2515,0.0,-
2516,0.0,-
2517,16.0,European Euro
2518,4.0,European Euro
2519,15.0,European Euro
2520,0.0,-
2521,0.0,-
2522,11.0,European Euro
2523,0.0,-
2524,35.0,European Euro
2525,11.0,European Euro
2526,0.0,-
2527,0.0,-
2528,8.0,European Euro
2529,15.0,European Euro
2530,8.0,European Euro
2531,19.0,European Euro
2532,0.0,-
2534,7.0,European Euro
2535,35.0,European Euro
2536,14.0,European Euro
2537,18.0,European Euro
2538,15.0,European Euro
2539,0.0,-
2540,34.0,European Euro
2541,22.0,European Euro
2542,0.0,-
2543,16.0,European Euro
2544,0.0,-
2545,0.0,-
2546,12.0,European Euro
2547,0.0,-
2548,0.0,-
2549,0.0,-
2550,10.0,European Euro
2551,15.0,European Euro
2552,18.0,European Euro
2553,0.0,-
2554,0.0,-
2555,45.0,Bosnia convertible mark
2556,35.0,Bosnia convertible mark
2557,0.0,-
2558,20.0,Bosnia convertible mark
2559,20.0,Bosnia convertible mark
2560,12.0,Bosnia convertible mark
2561,0.0,-
2562,15.0,Bosnia convertible mark
2563,0.0,-
2564,0.0,-
2565,17.0,Bosnia convertible mark
2566,25.0,Bosnia convertible mark
2567,0.0,-
2568,18.0,Bosnia convertible mark
2569,30.0,Bosnia convertible mark
2570,27.0,Bosnia convertible mark
2571,890.0,Czech koruna
2572,750.0,Czech koruna
2573,750.0,Czech koruna
2574,650.0,Czech koruna
2575,650.0,Czech koruna
2576,850.0,Czech koruna
2577,620.0,Czech koruna
2578,300.0,Czech koruna
2579,290.0,Czech koruna
2580,450.0,Czech koruna
2581,360.0,Czech koruna
2582,300.0,Czech koruna
2583,360.0,Czech koruna
2584,350.0,Czech koruna
2585,430.0,Czech koruna
2586,180.0,Czech koruna
2587,0.0,-
2588,0.0,-
2589,400.0,Czech koruna
2590,350.0,Czech koruna
2591,470.0,Czech koruna
2592,480.0,Czech koruna
2593,0.0,-
2594,300.0,Czech koruna
2595,200.0,Czech koruna
2596,440.0,Czech koruna
2597,550.0,Czech koruna
2598,0.0,-
2599,440.0,Czech koruna
2600,350.0,Czech koruna
2601,290.0,Czech koruna
2602,450.0,Czech koruna
2603,600.0,Czech koruna
2604,260.0,Czech koruna
2605,50.0,Czech koruna
2606,250.0,Czech koruna
2607,280.0,Czech koruna
2608,390.0,Czech koruna
2609,220.0,Czech koruna
2610,750.0,Czech koruna
2611,250.0,Czech koruna
2612,690.0,Czech koruna
2613,150.0,Czech koruna
2614,550.0,Czech koruna
2615,340.0,Czech koruna
2616,0.0,-
2617,300.0,Czech koruna
2618,0.0,-
2619,310.0,Czech koruna
2620,0.0,-
2621,0.0,-
2622,350.0,Czech koruna
2623,250.0,Czech koruna
2624,0.0,-
2625,890.0,Czech koruna
2626,470.0,Czech koruna
2627,0.0,-
2628,270.0,Czech koruna
2629,370.0,Czech koruna
2630,0.0,-
2631,670.0,Czech koruna
2632,0.0,-
2633,320.0,Czech koruna
2634,0.0,-
2635,500.0,Czech koruna
2636,300.0,Czech koruna
2637,0.0,-
2638,460.0,Czech koruna
2639,230.0,Czech koruna
2640,250.0,Czech koruna
2641,320.0,Czech koruna
2642,360.0,Czech koruna
2643,0.0,-
2644,300.0,Czech koruna
2645,590.0,Czech koruna
2646,330.0,Czech koruna
2647,400.0,Czech koruna
2648,0.0,-
2649,250.0,Czech koruna
2650,230.0,Czech koruna
2651,0.0,-
2652,320.0,Czech koruna
2653,0.0,-
2654,0.0,-
2655,0.0,-
2656,0.0,-
2657,0.0,-
2658,400.0,Czech koruna
2659,290.0,Czech koruna
2660,290.0,Czech koruna
2661,100.0,Czech koruna
2662,320.0,Czech koruna
2663,230.0,Czech koruna
2664,0.0,-
2665,220.0,Czech koruna
2666,390.0,Czech koruna
2667,350.0,Czech koruna
2668,460.0,Czech koruna
2669,490.0,Czech koruna
2670,0.0,-
2671,360.0,Czech koruna
2672,0.0,-
2673,590.0,Czech koruna
2674,230.0,Czech koruna
2675,350.0,Czech koruna
2676,0.0,-
2677,360.0,Czech koruna
2678,0.0,-
2679,400.0,Czech koruna
2680,260.0,Czech koruna
2681,330.0,Czech koruna
2682,0.0,-
2683,420.0,Czech koruna
2684,360.0,Czech koruna
2685,450.0,Czech koruna
