Resort ID,Resort Name,Continent,Country,State/Province,Country Code,Adult Price(£)
529,bugnenets-savagnieres-saint-imier,Europe,Switzerland,Espace Mittelland,CH,43.2
530,bivio,Europe,Switzerland,Eastern Switzerland,CH,46.8
531,. Aela – Maloja,Europe,Switzerland,Eastern Switzerland,CH,42.0
532,. Pontresina,Europe,Switzerland,Eastern Switzerland,CH,38.4
533,aeschiried,Europe,Switzerland,Espace Mittelland,CH,39.6
535,alpsteinblick-gonten,Europe,Switzerland,Eastern Switzerland,CH,32.4
536,amden,Europe,Switzerland,Eastern Switzerland,CH,42.0
537,ardez,Europe,Switzerland,Eastern Switzerland,CH,19.2
538,asp-densbueren,Europe,Switzerland,Northwestern Switzerland,CH,12.0
539,atzmaennig-goldingen,Europe,Switzerland,Eastern Switzerland,CH,42.0
540,avers,Europe,Switzerland,Eastern Switzerland,CH,38.4
541,axalp-ob-brienz,Europe,Switzerland,Espace Mittelland,CH,55.2
542,baeretswil,Europe,Switzerland,Zurich,CH,26.4
543,balmberg,Europe,Switzerland,Espace Mittelland,CH,38.4
544,bannalp-oberrickenbach,Europe,Switzerland,Central Switzerland,CH,37.2
545,basse-ruche,Europe,Switzerland,Lemanic Region,CH,21.6
546,bedea-novaggio,Europe,Switzerland,Ticino,CH,18.0
549,biel-kinzig-buerglen,Europe,Switzerland,Central Switzerland,CH,45.6
550,bildhaus-gommiswald-am-ricken,Europe,Switzerland,Eastern Switzerland,CH,25.2
551,blatten-speicher,Europe,Switzerland,Eastern Switzerland,CH,14.4
552,bottenwil-piz-graben,Europe,Switzerland,Northwestern Switzerland,CH,12.0
554,bruesti-attinghausen,Europe,Switzerland,Central Switzerland,CH,26.4
555,brunni-engelberg,Europe,Switzerland,Central Switzerland,CH,51.6
556,buegls-s-chanf,Europe,Switzerland,Eastern Switzerland,CH,13.2
557,buendalift-davos,Europe,Switzerland,Eastern Switzerland,CH,36.0
558,bumbach-schangnau,Europe,Switzerland,Espace Mittelland,CH,39.6
559,campo-blenio,Europe,Switzerland,Ticino,CH,34.8
560,cardadacimetta-orselina,Europe,Switzerland,Ticino,CH,45.6
561,casaccia,Europe,Switzerland,Eastern Switzerland,CH,42.0
562,chapeau-rable-la-chaux-de-fonds,Europe,Switzerland,Espace Mittelland,CH,28.8
563,chuderhuesi-roethenbach,Europe,Switzerland,Espace Mittelland,CH,28.8
564,cioss-prato-bedretto,Europe,Switzerland,Ticino,CH,18.0
565,dalpe,Europe,Switzerland,Ticino,CH,18.0
566,degersheim-fuchsacker,Europe,Switzerland,Eastern Switzerland,CH,30.0
567,dent-de-jaman-montreux,Europe,Switzerland,Lemanic Region,CH,42.0
568,dent-de-vaulion-le-morez,Europe,Switzerland,Lemanic Region,CH,32.4
570,dietikon,Europe,Switzerland,Zurich,CH,9.6
571,dreieck-glarus,Europe,Switzerland,Eastern Switzerland,CH,21.6
572,ebenalp-horn-wasserauenschwende,Europe,Switzerland,Eastern Switzerland,CH,40.8
573,egg-hallau,Europe,Switzerland,Eastern Switzerland,CH,9.6
574,eggiwil-netschbuehl,Europe,Switzerland,Espace Mittelland,CH,32.4
575,eischoll,Europe,Switzerland,Lemanic Region,CH,52.8
576,engi,Europe,Switzerland,Eastern Switzerland,CH,16.8
577,engstligenalp-adelboden,Europe,Switzerland,Espace Mittelland,CH,58.8
578,eriz,Europe,Switzerland,Espace Mittelland,CH,39.6
579,espace-super-saint-bernard-bourg-st-pierre,Europe,Switzerland,Lemanic Region,CH,45.6
580,faltschen-reichenbach,Europe,Switzerland,Espace Mittelland,CH,38.4
582,feldis,Europe,Switzerland,Eastern Switzerland,CH,42.0
583,fideriser-heuberge-arflina,Europe,Switzerland,Eastern Switzerland,CH,50.4
584,fischenthal-aurueti-oberegg,Europe,Switzerland,Zurich,CH,34.8
585,flensa-seewis,Europe,Switzerland,Eastern Switzerland,CH,24.0
586,foehrlimatt-wegenstetten,Europe,Switzerland,Northwestern Switzerland,CH,21.6
588,gadmen,Europe,Switzerland,Espace Mittelland,CH,19.2
589,gaehwil,Europe,Switzerland,Eastern Switzerland,CH,28.8
591,gampluet,Europe,Switzerland,Eastern Switzerland,CH,70.8
592,gantrisch-gurnigel,Europe,Switzerland,Espace Mittelland,CH,43.2
593,gfellen-entlebuch-finsterwald,Europe,Switzerland,Central Switzerland,CH,30.0
594,ghoech,Europe,Switzerland,Zurich,CH,24.0
595,goldiwil-multenegg-heiligenschwendi,Europe,Switzerland,Espace Mittelland,CH,6.0
597,grenchenberg-grenchen,Europe,Switzerland,Espace Mittelland,CH,26.4
598,grimmialp,Europe,Switzerland,Espace Mittelland,CH,46.8
599,grub-kaien,Europe,Switzerland,Eastern Switzerland,CH,36.0
601,gspon-staldenried,Europe,Switzerland,Lemanic Region,CH,40.8
603,gurnigelbad,Europe,Switzerland,Espace Mittelland,CH,30.0
604,gurten-bern,Europe,Switzerland,Espace Mittelland,CH,6.0
606,habkern-sattelegg,Europe,Switzerland,Espace Mittelland,CH,42.0
608,hapfere-plaffeien,Europe,Switzerland,Espace Mittelland,CH,24.0
609,haut-de-caux,Europe,Switzerland,Lemanic Region,CH,24.0
610,heidbodme-saas-almagell,Europe,Switzerland,Lemanic Region,CH,54.0
611,heiden-bischofsberg,Europe,Switzerland,Eastern Switzerland,CH,33.6
612,heiligkreuz-first-entlebuch,Europe,Switzerland,Central Switzerland,CH,30.0
613,heimenschwand-buchholterberg,Europe,Switzerland,Espace Mittelland,CH,33.6
614,heiti-gsteig-bei-gstaad,Europe,Switzerland,Espace Mittelland,CH,75.6
615,hemberg,Europe,Switzerland,Eastern Switzerland,CH,30.0
616,hoernli-hemberg-baechli,Europe,Switzerland,Eastern Switzerland,CH,30.0
617,hohe-winde-beinwil,Europe,Switzerland,Espace Mittelland,CH,30.0
618,hohwald-beatenberg-waldegg,Europe,Switzerland,Espace Mittelland,CH,38.4
619,holderbank-skilift-engi,Europe,Switzerland,Northwestern Switzerland,CH,12.0
620,homberg,Europe,Switzerland,Espace Mittelland,CH,24.0
621,horben-lindenberg,Europe,Switzerland,Northwestern Switzerland,CH,18.0
622,hubelweid-heiligenschwendi,Europe,Switzerland,Espace Mittelland,CH,22.8
623,jaunpass-boltigen,Europe,Switzerland,Espace Mittelland,CH,39.6
624,jeizinen-feselalp-gampelsteg,Europe,Switzerland,Lemanic Region,CH,50.4
625,kerenzerberg-filzbach,Europe,Switzerland,Eastern Switzerland,CH,38.4
626,kiental,Europe,Switzerland,Espace Mittelland,CH,38.4
627,la-brevine,Europe,Switzerland,Espace Mittelland,CH,3.6
628,la-chia-bulle,Europe,Switzerland,Espace Mittelland,CH,24.0
629,la-corbatiere-la-roche-aux-crocs,Europe,Switzerland,Espace Mittelland,CH,30.0
631,la-forclaz,Europe,Switzerland,Lemanic Region,CH,33.6
633,la-lorette-bourg-saint-pierre,Europe,Switzerland,Lemanic Region,CH,18.0
636,la-vue-des-alpes-fontaines-les-gollieres,Europe,Switzerland,Espace Mittelland,CH,28.8
637,labbaye,Europe,Switzerland,Lemanic Region,CH,32.4
638,langenbruck-untereobere-wanne,Europe,Switzerland,Northwestern Switzerland,CH,36.0
639,langmattli-hergiswil,Europe,Switzerland,Central Switzerland,CH,14.4
641,lauenen,Europe,Switzerland,Espace Mittelland,CH,75.6
642,le-brassus,Europe,Switzerland,Lemanic Region,CH,32.4
645,le-paquier-cret-du-puy,Europe,Switzerland,Espace Mittelland,CH,33.6
647,les-breuleux,Europe,Switzerland,Espace Mittelland,CH,25.2
648,les-genevez,Europe,Switzerland,Espace Mittelland,CH,21.6
649,les-hauderes-lhomazo,Europe,Switzerland,Lemanic Region,CH,6.0
651,les-paccotschatel-st-denis-corbetta,Europe,Switzerland,Espace Mittelland,CH,38.4
652,les-paccotsgranges-mont-chesau,Europe,Switzerland,Espace Mittelland,CH,16.8
653,les-pleiades,Europe,Switzerland,Lemanic Region,CH,28.8
654,les-pres-dorvin,Europe,Switzerland,Espace Mittelland,CH,34.8
655,les-prevondes,Europe,Switzerland,Lemanic Region,CH,6.0
656,les-rasses-sainte-croix,Europe,Switzerland,Lemanic Region,CH,38.4
657,les-verrieres,Europe,Switzerland,Espace Mittelland,CH,12.0
658,linden-schindelberg,Europe,Switzerland,Espace Mittelland,CH,36.0
659,lommiswil-bitzirain,Europe,Switzerland,Espace Mittelland,CH,19.2
660,lorient,Europe,Switzerland,Lemanic Region,CH,32.4
661,lucky-aeschi,Europe,Switzerland,Espace Mittelland,CH,18.0
662,lueina-airolo,Europe,Switzerland,Ticino,CH,25.2
664,minschuns-val-muestair-tschierv,Europe,Switzerland,Eastern Switzerland,CH,48.0
665,moerlialp-giswil,Europe,Switzerland,Central Switzerland,CH,45.6
666,mogno,Europe,Switzerland,Ticino,CH,19.2
667,mont-gibloux,Europe,Switzerland,Espace Mittelland,CH,21.6
668,muenster-geschinen,Europe,Switzerland,Lemanic Region,CH,26.4
669,muesella-la-punt,Europe,Switzerland,Eastern Switzerland,CH,38.4
670,mugi-netstal,Europe,Switzerland,Eastern Switzerland,CH,12.0
671,mutten,Europe,Switzerland,Eastern Switzerland,CH,26.4
673,neusell-rothenthurm-biberegg,Europe,Switzerland,Central Switzerland,CH,33.6
674,niederhorn-beatenberg,Europe,Switzerland,Espace Mittelland,CH,48.0
675,nods,Europe,Switzerland,Espace Mittelland,CH,19.2
676,nollen-hosenruck-wuppenau,Europe,Switzerland,Eastern Switzerland,CH,18.0
677,nollen-unteraegeri,Europe,Switzerland,Central Switzerland,CH,24.0
680,oberegg-skilift-st-anton,Europe,Switzerland,Eastern Switzerland,CH,33.6
681,oberhelfenschwil,Europe,Switzerland,Eastern Switzerland,CH,26.4
682,oberholz-farner,Europe,Switzerland,Eastern Switzerland,CH,34.8
683,oberiberg,Europe,Switzerland,Central Switzerland,CH,30.0
684,oberwangen,Europe,Switzerland,Eastern Switzerland,CH,26.4
686,ottenleue-sangernboden,Europe,Switzerland,Espace Mittelland,CH,31.2
687,pany-luzein,Europe,Switzerland,Eastern Switzerland,CH,38.4
688,pian-cales-san-bernardino,Europe,Switzerland,Eastern Switzerland,CH,28.8
689,pian-san-giacomo,Europe,Switzerland,Eastern Switzerland,CH,19.2
690,pischa-davos-klosters,Europe,Switzerland,Eastern Switzerland,CH,55.2
692,prato-leventina,Europe,Switzerland,Ticino,CH,25.2
693,randa,Europe,Switzerland,Lemanic Region,CH,9.6
694,raten-oberaegeri,Europe,Switzerland,Central Switzerland,CH,16.8
695,rathvel-chatel-st-denis,Europe,Switzerland,Espace Mittelland,CH,31.2
696,realp,Europe,Switzerland,Central Switzerland,CH,34.8
697,reckingen-gluringen,Europe,Switzerland,Lemanic Region,CH,26.4
699,rellerli-schoenried,Europe,Switzerland,Espace Mittelland,CH,75.6
702,rigi,Europe,Switzerland,Central Switzerland,CH,60.0
703,rigi-scheideggburggeist,Europe,Switzerland,Central Switzerland,CH,40.8
704,rochers-de-naye-montreux,Europe,Switzerland,Lemanic Region,CH,42.0
705,rossa,Europe,Switzerland,Eastern Switzerland,CH,18.0
706,rossberg-oberwil,Europe,Switzerland,Espace Mittelland,CH,37.2
707,rosswald-brig,Europe,Switzerland,Lemanic Region,CH,48.0
709,rothwaldwasenalp-simplon-pass,Europe,Switzerland,Lemanic Region,CH,48.0
711,rueschegg-eywald-lischboden,Europe,Switzerland,Espace Mittelland,CH,43.2
712,saalhoehe,Europe,Switzerland,Northwestern Switzerland,CH,12.0
713,saas-balen,Europe,Switzerland,Lemanic Region,CH,18.0
714,saentis-schwaegalp,Europe,Switzerland,Eastern Switzerland,CH,54.0
717,samedan,Europe,Switzerland,Eastern Switzerland,CH,42.0
718,sattelegg-vorderthaleinsiedeln-willerzell,Europe,Switzerland,Central Switzerland,CH,21.6
719,saxeten-pintli,Europe,Switzerland,Espace Mittelland,CH,9.6
720,schatzalp-strela,Europe,Switzerland,Eastern Switzerland,CH,42.0
721,schilt-mollis,Europe,Switzerland,Eastern Switzerland,CH,36.0
722,schloesslihang-st-gallen,Europe,Switzerland,Eastern Switzerland,CH,19.2
723,schratten-fluehli,Europe,Switzerland,Central Switzerland,CH,24.0
724,schwanden-sigriswil,Europe,Switzerland,Espace Mittelland,CH,38.4
725,schwefelberg-badmattelouigrat,Europe,Switzerland,Espace Mittelland,CH,33.6
726,schwellbrunn,Europe,Switzerland,Eastern Switzerland,CH,33.6
727,seebodenalp-kuessnacht,Europe,Switzerland,Central Switzerland,CH,14.4
728,selfranga-klosters,Europe,Switzerland,Eastern Switzerland,CH,36.0
729,selital-schwarzenbuehl,Europe,Switzerland,Espace Mittelland,CH,40.8
731,sollegg-appenzell,Europe,Switzerland,Eastern Switzerland,CH,32.4
732,sommartel-le-locle,Europe,Switzerland,Espace Mittelland,CH,24.0
734,springenboden,Europe,Switzerland,Espace Mittelland,CH,33.6
736,st-cergue,Europe,Switzerland,Lemanic Region,CH,37.2
738,steg-im-toesstal,Europe,Switzerland,Zurich,CH,33.6
739,sternenberg-schatzboel,Europe,Switzerland,Zurich,CH,12.0
740,stich-opfertshofen,Europe,Switzerland,Eastern Switzerland,CH,12.0
741,sunnbueel-kandersteg,Europe,Switzerland,Espace Mittelland,CH,42.0
743,tanzboden-ebnat-kappel,Europe,Switzerland,Eastern Switzerland,CH,36.0
745,tectzinols-berguen,Europe,Switzerland,Eastern Switzerland,CH,39.6
746,teleconthey-mayens-de-conthey,Europe,Switzerland,Lemanic Region,CH,16.8
748,trachselwald,Europe,Switzerland,Espace Mittelland,CH,12.0
749,tramelan,Europe,Switzerland,Espace Mittelland,CH,34.8
751,tristeli-st-margrethenberg,Europe,Switzerland,Eastern Switzerland,CH,30.0
752,trogen,Europe,Switzerland,Eastern Switzerland,CH,30.0
753,tschappinaurmein-heinzenberg,Europe,Switzerland,Eastern Switzerland,CH,40.8
754,urnaesch-osteregg,Europe,Switzerland,Eastern Switzerland,CH,32.4
756,valtgeva-sedrun,Europe,Switzerland,Eastern Switzerland,CH,36.0
757,vicheres-liddes,Europe,Switzerland,Lemanic Region,CH,46.8
758,voegelinsegg-speicher,Europe,Switzerland,Eastern Switzerland,CH,28.8
761,wasen-im-emmental,Europe,Switzerland,Espace Mittelland,CH,26.4
763,wildberg-schafbueel,Europe,Switzerland,Zurich,CH,18.0
764,wirzweli-dallenwil,Europe,Switzerland,Central Switzerland,CH,42.0
765,wolzenalp-krummenau,Europe,Switzerland,Eastern Switzerland,CH,43.2
766,zugerberg,Europe,Switzerland,Central Switzerland,CH,6.0
767, Val Gardena (Gröden),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,54.0
768,Madonna di Campiglio/Pinzolo/Folgàrida/Marilleva,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,52.0
769, Kronplatz (Plan de Corones),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,55.0
770, Latemar – Obereggen/Pampeago/Predazzo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,48.0
772, 3 Zinnen Dolomites – Helm/Stiergarten/Rotwand/Kreuzbergpass,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,53.0
773,. Alpe di Siusi (Seiser Alm),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,54.0
774,Livigno,Europe,Italy,Lombardy,IT,43.0
775,. Alta Badia,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,54.0
776, Belpiano (Schöneben)/Malga San Valentino (Haideralm),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,41.0
778, Gitschberg Jochtal,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,46.0
779,Ponte di Legno/Tonale/Presena Glacier/Temù (Pontedilegno-Tonale),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,43.0
781, Passo San Pellegrino/Falcade,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,49.0
782, Belvedere/Col Rodella/Ciampac/Buffaure – Canazei/Campitello/Alba/Pozza di Fassa,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,50.0
783,Via Lattea – Sestriere/Sauze d’Oulx/San Sicario/Claviere/Montgenèvre,Europe,Italy,Piedmont (Piemonte),IT,48.0
784,. Paganella – Andalo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,41.0
785,Arabba/Marmolada,Europe,Italy,Venetia (Veneto),IT,50.0
786,. San Martino di Castrozza,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,45.0
787,. Racines-Giovo (Ratschings-Jaufen)/Malga Calice (Kalcheralm),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,46.0
788,. Folgaria/Fiorentini,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,39.0
789,. Civetta – Alleghe/Selva di Cadore/Palafavera/Zoldo,Europe,Italy,Venetia (Veneto),IT,48.0
790, Plose – Brixen (Bressanone),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,46.0
791,Alagna Valsesia/Gressoney-La-Trinité/Champoluc/Frachey (Monterosa Ski),Europe,Italy,Aosta Valley (Valle d'Aosta),IT,43.0
792,Cortina d'Ampezzo,Europe,Italy,Venetia (Veneto),IT,54.0
793,. Alpe Lusia – Moena/Bellamonte,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,48.0
794,. Ladurns,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,38.0
796,. Alpe Cermis – Cavalese,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,48.0
797,. Rosskopf (Monte Cavallo) – Sterzing (Vipiteno),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,39.0
798,. Pejo 3000,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,38.0
799,. Catinaccio/Ciampedie – Vigo di Fassa/Pera di Fassa,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,50.0
800,. Meran 2000,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,41.0
801, Val Senales Glacier (Schnalstaler Gletscher),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,45.0
802, Schwemmalm,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,38.0
803, Sulden am Ortler (Solda all'Ortles),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,41.0
804,. Reinswald (San Martino in Sarentino),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,35.0
806,bardonecchia,Europe,Italy,Piedmont (Piemonte),IT,37.0
807,alto-sangro-roccarasorivisondoli,Europe,Italy,Abruzzo,IT,41.0
808,. Watles – Malles Venosta (Mals),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,41.0
809, Bormio – Cima Bianca,Europe,Italy,Lombardy,IT,41.0
810,mondole-ski-artesinafrabosa-sopranaprato-nevoso,Europe,Italy,Piedmont (Piemonte),IT,34.0
811,. Lavarone,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,36.0
812,aprica,Europe,Italy,Lombardy,IT,39.0
813,riserva-bianca-limone-piemonte,Europe,Italy,Piedmont (Piemonte),IT,34.0
814,pila,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,42.0
815,cimone-montecretosestolale-polle,Europe,Italy,Emilia-Romagna,IT,36.0
816,. Santa Caterina Valfurva,Europe,Italy,Lombardy,IT,41.0
817,valchiavenna-madesimocampodolcino,Europe,Italy,Lombardy,IT,40.0
818,san-domenico-alpe-ciamporino,Europe,Italy,Piedmont (Piemonte),IT,35.0
819,courmayeur-checrouitval-veny,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,47.0
820,abetoneval-di-luce,Europe,Italy,Tuscany (Toscana),IT,31.0
822,campo-felice-rocca-di-cambio,Europe,Italy,Abruzzo,IT,33.0
823,zoncolan-ravasclettosutrio,Europe,Italy,Friuli-Venezia Giulia,IT,35.0
824,tarvisio-monte-lussari,Europe,Italy,Friuli-Venezia Giulia,IT,35.0
825,piani-di-bobbio,Europe,Italy,Lombardy,IT,35.0
826,montecampione-alpiazprato-secondinoplan-di-montecampione,Europe,Italy,Lombardy,IT,28.0
827,. San Vito di Cadore,Europe,Italy,Venetia (Veneto),IT,30.0
828,valmalenco-alpe-palu,Europe,Italy,Lombardy,IT,40.0
829,torgnon,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,29.0
830,sangiacomocardini-monte-alpet,Europe,Italy,Piedmont (Piemonte),IT,23.0
832,piana-di-vigezzo-craveggiasanta-maria-maggiore,Europe,Italy,Piedmont (Piemonte),IT,24.0
834,monte-magnola-ovindoli,Europe,Italy,Abruzzo,IT,33.0
835,macugnaga,Europe,Italy,Piedmont (Piemonte),IT,27.0
837,lagazuoi5-torri-passo-giaupasso-falzarego,Europe,Italy,Venetia (Veneto),IT,54.0
838,foppolocarona-brembo-ski,Europe,Italy,Lombardy,IT,30.0
839,champorcher,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,29.0
840,antagnod,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,27.0
841,. Passo dello Stelvio (Stelvio Pass),Europe,Italy,Lombardy,IT,44.0
842,baranci-haunold-san-candido-innichen,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,51.0
843,prati-di-tivo,Europe,Italy,Abruzzo,IT,22.0
844,piancavallo,Europe,Italy,Friuli-Venezia Giulia,IT,35.0
845,passo-maniva,Europe,Italy,Lombardy,IT,30.0
846,gressoney-saint-jean-weissmatten,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,27.0
847,gran-sasso-campo-imperatore,Europe,Italy,Abruzzo,IT,22.0
848,forni-di-sopra,Europe,Italy,Friuli-Venezia Giulia,IT,35.0
849,crissolo-monviso,Europe,Italy,Piedmont (Piemonte),IT,21.0
850,crevacol,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,27.0
851,cima-piazzisan-colombano-isolacciaoga,Europe,Italy,Lombardy,IT,36.0
852,campitello-matese,Europe,Italy,Molise,IT,30.0
853,altopiano-di-brentonico-polsasan-valentino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,34.0
855,spiazzi-di-gromo,Europe,Italy,Lombardy,IT,30.0
856,sappada,Europe,Italy,Venetia (Veneto),IT,31.0
857,sampeyre,Europe,Italy,Piedmont (Piemonte),IT,19.0
858,pian-mune-paesana,Europe,Italy,Piedmont (Piemonte),IT,19.0
859,pescasseroli,Europe,Italy,Abruzzo,IT,28.0
860,panarotta-2002-valsugana,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,28.0
861,monte-verena-mezzaselva-di-roana,Europe,Italy,Venetia (Veneto),IT,36.0
862,lizzola,Europe,Italy,Lombardy,IT,28.0
863,laceno-bagnoli-irpino,Europe,Italy,Campania,IT,26.0
864,corno-alle-scale-lizzano-in-belvedere,Europe,Italy,Emilia-Romagna,IT,33.0
865,colere,Europe,Italy,Lombardy,IT,30.0
866,chiomonte-frais,Europe,Italy,Piedmont (Piemonte),IT,25.0
867,campo-stella-leonessa,Europe,Italy,Lazio,IT,20.0
868,bielmonte,Europe,Italy,Piedmont (Piemonte),IT,30.0
870,argentera,Europe,Italy,Piedmont (Piemonte),IT,22.0
871,alpe-di-mera-scopello,Europe,Italy,Piedmont (Piemonte),IT,29.0
872,. Vigiljoch (Monte San Vigilio) – Lana,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,15.0
873,. Feldthurns (Velturno),Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,15.0
874,ala-di-stura,Europe,Italy,Piedmont (Piemonte),IT,20.0
875,alpe-cainallo-esino-lario,Europe,Italy,Lombardy,IT,10.0
876,alpe-cialma-locana,Europe,Italy,Piedmont (Piemonte),IT,14.0
877,alpe-devero-baceno,Europe,Italy,Piedmont (Piemonte),IT,25.0
878,alpe-teglio-prato-valentino,Europe,Italy,Lombardy,IT,20.0
879,alpette,Europe,Italy,Piedmont (Piemonte),IT,10.0
881,arabba,Europe,Italy,Venetia (Veneto),IT,50.0
884,balme-di-lanzo,Europe,Italy,Piedmont (Piemonte),IT,9.0
887,biancoia-conco,Europe,Italy,Venetia (Veneto),IT,25.0
890,bruncu-spina,Europe,Italy,Sardinia (Sardegna),IT,15.0
891,brusson-estoul,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,27.0
893,camigliatello-silano,Europe,Italy,Calabria,IT,20.0
894,campigna-montefalco,Europe,Italy,Emilia-Romagna,IT,18.0
895,campo-catino,Europe,Italy,Lazio,IT,26.0
896,campo-di-giove-majella-occidentale,Europe,Italy,Abruzzo,IT,20.0
897,campo-rotondo-cappadocia,Europe,Italy,Abruzzo,IT,15.0
898,campo-staffi,Europe,Italy,Lazio,IT,20.0
899,capracotta,Europe,Italy,Molise,IT,18.0
900,careggine-alpi-apuane-monte-la-cima,Europe,Italy,Tuscany (Toscana),IT,20.0
902,ceresole-reale,Europe,Italy,Piedmont (Piemonte),IT,13.0
903,cerreto-laghi,Europe,Italy,Emilia-Romagna,IT,28.0
904,chamois,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,25.0
905,chanavey,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,19.0
907,cogne-gran-paradiso,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,25.0
909,colle-de-lys,Europe,Italy,Piedmont (Piemonte),IT,10.0
910,colle-di-joux,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,23.0
911,conca-dellalben,Europe,Italy,Lombardy,IT,15.0
913,croce-daune-monte-avena,Europe,Italy,Venetia (Veneto),IT,23.0
915,doganaccia-2000-cutigliano,Europe,Italy,Tuscany (Toscana),IT,26.0
916,domobianca,Europe,Italy,Piedmont (Piemonte),IT,28.0
920,entracque,Europe,Italy,Piedmont (Piemonte),IT,20.0
921,eremo-di-monte-carpegna,Europe,Italy,Marche,IT,22.0
922,etna-nord-linguaglossa,Europe,Italy,Sicily,IT,30.0
923,etna-southnicolosi,Europe,Italy,Sicily,IT,30.0
925,febbio-2000-monte-cusna,Europe,Italy,Emilia-Romagna,IT,20.0
926,fiumalbo-doccia,Europe,Italy,Emilia-Romagna,IT,13.0
927,forca-canapine,Europe,Italy,Marche,IT,20.0
929,funes-villnoess,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,18.0
930,furkel-trafoi-stilfs,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,41.0
932,garessio-2000,Europe,Italy,Piedmont (Piemonte),IT,20.0
933,gasse-ridnaun,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,15.0
934,haider-alm-st-valentin-auf-der-haide-san-valentino-alla-muta,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,41.0
936,jochgrimm-passo-oclini,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,18.0
938,la-baitina,Europe,Italy,Piedmont (Piemonte),IT,18.0
939,la-magdeleine,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,12.0
941,lagoraipasso-brocon-castello-tesino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,25.0
945,lurisia-monte-pigna,Europe,Italy,Piedmont (Piemonte),IT,23.0
947,majelletta,Europe,Italy,Abruzzo,IT,23.0
948,malga-san-giorgio,Europe,Italy,Venetia (Veneto),IT,23.0
951,marsia-tagliacozzo,Europe,Italy,Abruzzo,IT,15.0
952,maseben-langtaufers-vallelunga,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,21.0
955,misurina-passo-tre-croci,Europe,Italy,Venetia (Veneto),IT,35.0
956,monesi-di-triora,Europe,Italy,Liguria,IT,16.0
