Resort ID,Resort Name,Continent,Country,State/Province,Country Code,Adult Price(£)
957,montagna-grande-di-viggiano,Europe,Italy,Basilicata,IT,18.0
958,monte-amiata,Europe,Italy,Tuscany (Toscana),IT,25.0
959,monte-baldo-malcesinepra-alpesina,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,22.0
960,monte-bianco-courmayeur,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,48.0
961,monte-bue-santo-stefano-daveto,Europe,Italy,Liguria,IT,25.0
964,monte-piselli-san-giacomo,Europe,Italy,Abruzzo,IT,22.0
968,monte-sirino,Europe,Italy,Basilicata,IT,20.0
969,monte-spada,Europe,Italy,Sardinia (Sardegna),IT,10.0
970,monte-terminillo,Europe,Italy,Lazio,IT,28.0
975,mottarone,Europe,Italy,Piedmont (Piemonte),IT,24.0
977,ollomont,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,16.0
982,palot-pisogne,Europe,Italy,Lombardy,IT,25.0
983,passo-cereda,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,35.0
984,passo-fedaia-pian-dei-fiacconi-marmolada,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,50.0
985,passo-forcora-monte-cadrigna,Europe,Italy,Lombardy,IT,15.0
986,passo-godi-scanno,Europe,Italy,Abruzzo,IT,16.0
987,passo-lanciano,Europe,Italy,Abruzzo,IT,23.0
988,passo-penice,Europe,Italy,Emilia-Romagna,IT,15.0
989,passo-rolle-rolle-pass,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,31.0
991,payel-di-valsavarenche-degioz,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,14.0
992,pescegallo-valgerola,Europe,Italy,Lombardy,IT,19.0
994,pian-del-falco-sestola,Europe,Italy,Emilia-Romagna,IT,36.0
995,pian-del-poggio-monte-chiappo,Europe,Italy,Lombardy,IT,25.0
996,pian-delle-betulle-margno,Europe,Italy,Lombardy,IT,25.0
998,pian-neiretto,Europe,Italy,Piedmont (Piemonte),IT,18.0
999,piane-di-mocogno,Europe,Italy,Emilia-Romagna,IT,23.0
1000,pianeta-neve-piampratovalprato-soana,Europe,Italy,Piedmont (Piemonte),IT,12.0
1001,piani-di-artavaggio-moggio,Europe,Italy,Lombardy,IT,16.0
1002,piano-battaglia,Europe,Italy,Sicily,IT,28.0
1003,piazzatorre,Europe,Italy,Lombardy,IT,26.0
1004,pichl-gsies,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,12.0
1005,pievepelago-santannapelago,Europe,Italy,Emilia-Romagna,IT,25.0
1006,pintura-bolognola,Europe,Italy,Marche,IT,19.0
1007,piobbico,Europe,Italy,Marche,IT,20.0
1009,pontechianale,Europe,Italy,Piedmont (Piemonte),IT,22.0
1012,prags-braies,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,31.0
1013,prali,Europe,Italy,Piedmont (Piemonte),IT,25.0
1015,prato-selva,Europe,Italy,Abruzzo,IT,20.0
1016,pratospilla,Europe,Italy,Emilia-Romagna,IT,22.0
1017,predaia-coredo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,22.0
1018,presolana,Europe,Italy,Lombardy,IT,32.0
1019,recoaro-mille,Europe,Italy,Venetia (Veneto),IT,27.0
1020,rein-in-taufers-riva-di-tures,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,17.0
1021,rhemes-notre-dame,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,19.0
1022,rienz-toblach-dobbiaco,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,37.0
1023,riepenlift-antholz-mittertal-anterselva-di-mezzo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,24.0
1025,ruffre-monte-nock,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,22.0
1026,san-simone-brembo-ski,Europe,Italy,Lombardy,IT,28.0
1027,sarena,Europe,Italy,Sardinia (Sardegna),IT,10.0
1030,scanno-monte-rotondo,Europe,Italy,Abruzzo,IT,28.0
1031,schia-monte-caio,Europe,Italy,Emilia-Romagna,IT,28.0
1032,schilpario,Europe,Italy,Lombardy,IT,20.0
1033,sellata,Europe,Italy,Basilicata,IT,20.0
1034,selvarotonda-cittareale,Europe,Italy,Lazio,IT,18.0
1035,selvino,Europe,Italy,Lombardy,IT,15.0
1036,separadorgiu,Europe,Italy,Sardinia (Sardegna),IT,10.0
1037,st-gree-di-viola,Europe,Italy,Piedmont (Piemonte),IT,15.0
1038,st-magdalena-gsiesvalle-di-casies,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,21.0
1039,st-oyen-flassin,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,10.0
1040,taisten-tesido,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,17.0
1042,terenten-terento,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),IT,16.0
1043,usseglio-pian-benot,Europe,Italy,Piedmont (Piemonte),IT,23.0
1044,ussita,Europe,Italy,Marche,IT,23.0
1045,val-formazza,Europe,Italy,Piedmont (Piemonte),IT,21.0
1050,valgrisenche,Europe,Italy,Aosta Valley (Valle d'Aosta),IT,14.0
1052,vallefura-pescocostanzo,Europe,Italy,Abruzzo,IT,27.0
1054,ventasso-laghi-ramiseto,Europe,Italy,Emilia-Romagna,IT,19.0
1057,zum-zeri-passo-dei-due-santi,Europe,Italy,Tuscany (Toscana),IT,25.0
1058,Les 3 Vallées – Val Thorens/Les Menuires/Méribel/Courchevel,Europe,France,Auvergne-Rhone-Alpes,FR,61.0
1059,Tignes/Val d'Isère,Europe,France,Auvergne-Rhone-Alpes,FR,57.0
1061,La Plagne (Paradiski),Europe,France,Auvergne-Rhone-Alpes,FR,52.0
1062,Les 2 Alpes,Europe,France,Auvergne-Rhone-Alpes,FR,50.0
1063,Saint-Lary-Soulan,Europe,France,Occitania,FR,42.0
1066,Les Arcs/Peisey-Vallandry (Paradiski),Europe,France,Auvergne-Rhone-Alpes,FR,52.0
1067,Le Grand Massif – Flaine/Les Carroz/Morillon/Samoëns/Sixt,Europe,France,Auvergne-Rhone-Alpes,FR,47.0
1069, Les Angles,Europe,France,Occitania,FR,39.0
1078,les-7-laux-prapoutelle-pleynetpipay,Europe,France,Auvergne-Rhone-Alpes,FR,36.0
1081,espace-lumiere-pra-loupval-dallos,Europe,France,Provence-Alpes-Cote d'Azur,FR,39.0
1085, Grand Tourmalet/Pic du Midi – La Mongie/Barèges,Europe,France,Occitania,FR,43.0
1087,orcieres-merlette-1850,Europe,France,Provence-Alpes-Cote d'Azur,FR,34.0
1092,valfrejus,Europe,France,Auvergne-Rhone-Alpes,FR,30.0
1094,les-portes-du-mont-blanc-comblouxmegeve-le-jailletla-giettaz,Europe,France,Auvergne-Rhone-Alpes,FR,35.0
1098,piau-engaly,Europe,France,Occitania,FR,37.0
1099,la-norma,Europe,France,Auvergne-Rhone-Alpes,FR,30.0
1102,luz-ardiden,Europe,France,Occitania,FR,34.0
1103,les-karellis,Europe,France,Auvergne-Rhone-Alpes,FR,28.0
1104,aussois,Europe,France,Auvergne-Rhone-Alpes,FR,29.0
1106,st-jean-montclar,Europe,France,Provence-Alpes-Cote d'Azur,FR,28.0
1107,porte-puymorens,Europe,France,Occitania,FR,31.0
1108,le-seignus,Europe,France,Provence-Alpes-Cote d'Azur,FR,28.0
1109,le-lioran,Europe,France,Auvergne-Rhone-Alpes,FR,32.0
1111,font-romeubolquere-pyrenees-2000,Europe,France,Occitania,FR,39.0
1112,thollon-les-memises,Europe,France,Auvergne-Rhone-Alpes,FR,22.0
1113,st-pierre-de-chartreuse-le-planolet,Europe,France,Auvergne-Rhone-Alpes,FR,21.0
1115,le-lys-cauterets,Europe,France,Occitania,FR,37.0
1116,lelexcrozet,Europe,France,Auvergne-Rhone-Alpes,FR,28.0
1118,alpe-du-grand-serre-la-morte,Europe,France,Auvergne-Rhone-Alpes,FR,28.0
1127,la-colmiane,Europe,France,Provence-Alpes-Cote d'Azur,FR,22.0
1129,gerardmer-la-mauselaine,Europe,France,Grand-Est,FR,27.0
1130,bonneval-sur-arc,Europe,France,Auvergne-Rhone-Alpes,FR,28.0
1134,sainte-anne-la-condamine-la-condamine-chatelard,Europe,France,Provence-Alpes-Cote d'Azur,FR,19.0
1135,roubion-les-buisses,Europe,France,Provence-Alpes-Cote d'Azur,FR,17.0
1139,mijouxla-faucille,Europe,France,Auvergne-Rhone-Alpes,FR,28.0
1140,la-pierre-saint-martin,Europe,France,New Aquitaine (Nouvelle-Aquitaine),FR,35.0
1142,chabanon,Europe,France,Provence-Alpes-Cote d'Azur,FR,24.0
1147,saint-leger-les-melezes,Europe,France,Provence-Alpes-Cote d'Azur,FR,21.0
1152,le-mourtis,Europe,France,Occitania,FR,25.0
1153,le-grand-puy,Europe,France,Provence-Alpes-Cote d'Azur,FR,18.0
1155,formigueres,Europe,France,Occitania,FR,32.0
1156,col-de-rousset,Europe,France,Auvergne-Rhone-Alpes,FR,17.0
1157,chalmazel,Europe,France,Auvergne-Rhone-Alpes,FR,21.0
1159,audibergue,Europe,France,Provence-Alpes-Cote d'Azur,FR,16.0
1160,ascou-pailheres,Europe,France,Occitania,FR,23.0
1162,aillons-margeriaz,Europe,France,Auvergne-Rhone-Alpes,FR,19.0
1163,aillon-le-jeune,Europe,France,Auvergne-Rhone-Alpes,FR,19.0
1165,. Le Tourchet,Europe,France,Auvergne-Rhone-Alpes,FR,16.0
1166,. Amnéville-Les-Thermes – Snowhall (indoor ski area),Europe,France,Grand-Est,FR,70.0
1167,aiguille-du-midi-chamonix,Europe,France,Auvergne-Rhone-Alpes,FR,60.0
1171,ballon-dalsace,Europe,France,Grand-Est,FR,19.0
1172,bellefontaine,Europe,France,Bourgogne-Franche-Comte,FR,18.0
1173,bleymard-mont-lozere,Europe,France,Occitania,FR,13.0
1174,bourg-doueil,Europe,France,Occitania,FR,14.0
1175,brabant-la-bresse,Europe,France,Grand-Est,FR,16.0
1177,brameloup-saint-chely-daubrac,Europe,France,Occitania,FR,16.0
1179,ceueze-2000-gap,Europe,France,Provence-Alpes-Cote d'Azur,FR,19.0
1180,champ-du-feu,Europe,France,Grand-Est,FR,23.0
1183,col-de-larzelier,Europe,France,Auvergne-Rhone-Alpes,FR,15.0
1184,col-de-marcieu-saint-bernard-du-touvet,Europe,France,Auvergne-Rhone-Alpes,FR,14.0
1185,col-de-porte,Europe,France,Auvergne-Rhone-Alpes,FR,14.0
1186,col-de-turinicamp-dargent,Europe,France,Provence-Alpes-Cote d'Azur,FR,13.0
1187,col-dornon,Europe,France,Auvergne-Rhone-Alpes,FR,12.0
1188,col-du-barioz,Europe,France,Auvergne-Rhone-Alpes,FR,7.0
1189,col-du-granier,Europe,France,Auvergne-Rhone-Alpes,FR,12.0
1191,cordon,Europe,France,Auvergne-Rhone-Alpes,FR,18.0
1192,cret-benila-combe-la-chapelle-dabondance,Europe,France,Auvergne-Rhone-Alpes,FR,29.0
1195,entre-les-fourgs-jougne,Europe,France,Bourgogne-Franche-Comte,FR,12.0
1196,espace-cambre-daze-eynesaint-pierre-dels-forcats,Europe,France,Occitania,FR,29.0
1197,espace-dole-la-doleles-tuffes,Europe,France,Bourgogne-Franche-Comte,FR,37.2
1198,foncine-le-haut,Europe,France,Franche-Comte,FR,12.0
1199,font-durle-chaud-clapier,Europe,France,Auvergne-Rhone-Alpes,FR,17.0
1200,ghisoni,Europe,France,Corsica (Corse),FR,20.0
1201,goulier,Europe,France,Occitania,FR,18.0
1204,greolieres-les-neiges,Europe,France,Provence-Alpes-Cote d'Azur,FR,24.0
1205,gresse-en-vercors,Europe,France,Auvergne-Rhone-Alpes,FR,20.0
1208,hautacam,Europe,France,Occitania,FR,20.0
1209,hautes-navieres-le-valtin,Europe,France,Grand-Est,FR,17.0
1210,hauteville,Europe,France,Auvergne-Rhone-Alpes,FR,16.0
1211,la-bonade-grand-combe-chateleu-val-de-morteau,Europe,France,Bourgogne-Franche-Comte,FR,16.0
1212,la-cernay-blanche-la-chaux-de-gilley,Europe,France,Bourgogne-Franche-Comte,FR,12.0
1213,la-combe-saint-pierre-charquemont,Europe,France,Bourgogne-Franche-Comte,FR,12.0
1214,la-croix-de-bauzon,Europe,France,Auvergne-Rhone-Alpes,FR,14.0
1215,la-feclaz,Europe,France,Auvergne-Rhone-Alpes,FR,19.0
1217,la-grave-la-meije,Europe,France,Provence-Alpes-Cote d'Azur,FR,49.0
1219,la-loge-des-gardes,Europe,France,Auvergne-Rhone-Alpes,FR,15.0
1220,la-pesse,Europe,France,Franche-Comte,FR,13.0
1221,la-poya-vallorcine,Europe,France,Auvergne-Rhone-Alpes,FR,15.0
1222,la-quillane,Europe,France,Occitania,FR,21.0
1223,la-sambuy-seythenex,Europe,France,Auvergne-Rhone-Alpes,FR,18.0
1226,laguiole,Europe,France,Occitania,FR,19.0
1227,lajoux,Europe,France,Franche-Comte,FR,15.0
1229,larcenaire-bussang,Europe,France,Grand-Est,FR,15.0
1233,le-col-du-feu-lullin,Europe,France,Auvergne-Rhone-Alpes,FR,7.0
1234,le-desert-dentremont,Europe,France,Auvergne-Rhone-Alpes,FR,12.0
1235,le-frenz,Europe,France,Grand-Est,FR,11.0
1236,le-gaschney-petit-hohneck,Europe,France,Grand-Est,FR,16.0
1237,le-grand-valtin-ban-sur-meurthe-clefcy,Europe,France,Grand-Est,FR,10.0
1239,le-larmont,Europe,France,Bourgogne-Franche-Comte,FR,13.0
1240,le-manon,Europe,France,Franche-Comte,FR,17.0
1242,le-poli-xonrupt-longemer,Europe,France,Grand-Est,FR,15.0
1243,le-reposoir-village,Europe,France,Auvergne-Rhone-Alpes,FR,11.0
1244,le-reposoirchalet-neuf,Europe,France,Auvergne-Rhone-Alpes,FR,11.0
1245,le-revard,Europe,France,Auvergne-Rhone-Alpes,FR,19.0
1246,le-sappey-en-chartreuse,Europe,France,Auvergne-Rhone-Alpes,FR,13.0
1247,le-schlumpf-dolleren,Europe,France,Grand-Est,FR,14.0
1248,le-tanet,Europe,France,Grand-Est,FR,17.0
1249,les-bagenelles-sainte-marie-aux-mines,Europe,France,Grand-Est,FR,11.0
1250,les-chosalets,Europe,France,Auvergne-Rhone-Alpes,FR,15.0
1252,les-fourgs,Europe,France,Bourgogne-Franche-Comte,FR,15.0
1253,les-gentianes-morbier,Europe,France,Franche-Comte,FR,15.0
1259,les-signaraux-la-motte-daveillans,Europe,France,Auvergne-Rhone-Alpes,FR,6.0
1260,lispach-la-bresse,Europe,France,Grand-Est,FR,16.0
1261,loisinord-noeux-les-mines,Europe,France,France,FR,30.0
1262,longchaumois-rosset,Europe,France,Bourgogne-Franche-Comte,FR,5.0
1266,menthieres,Europe,France,Auvergne-Rhone-Alpes,FR,28.0
1267,mezenc-les-estables,Europe,France,Auvergne-Rhone-Alpes,FR,15.0
1268,mont-saxonnex,Europe,France,Auvergne-Rhone-Alpes,FR,14.0
1269,mont-sereinmont-ventoux-nord,Europe,France,Provence-Alpes-Cote d'Azur,FR,17.0
1270,mont-ventoux-sud,Europe,France,Provence-Alpes-Cote d'Azur,FR,12.0
1271,montagne-de-lure,Europe,France,France,FR,10.0
1272,montmin,Europe,France,Auvergne-Rhone-Alpes,FR,9.0
1273,mouthe-massif-du-noirmont,Europe,France,Bourgogne-Franche-Comte,FR,18.0
1276,notre-dame-du-pre,Europe,France,Auvergne-Rhone-Alpes,FR,12.0
1278,passy-plaine-joux,Europe,France,Auvergne-Rhone-Alpes,FR,18.0
1280,plainpalais,Europe,France,Auvergne-Rhone-Alpes,FR,19.0
1281,planche-des-belles-filles,Europe,France,Bourgogne-Franche-Comte,FR,15.0
1282,plateau-de-beille,Europe,France,Occitania,FR,11.0
1283,pont-despagne-cauterets,Europe,France,Occitania,FR,35.0
1284,porte-de-la-giraude,Europe,France,Bourgogne-Franche-Comte,FR,23.0
1285,praboure-saint-antheme,Europe,France,Auvergne-Rhone-Alpes,FR,27.0
1286,prat-peyrot-mont-aigoual,Europe,France,Occitania,FR,20.0
1287,puyvalador-rieutord,Europe,France,Occitania,FR,26.0
1291,romme-nancy-sur-cluses,Europe,France,Auvergne-Rhone-Alpes,FR,11.0
1293,saint-hilaire-du-touvet,Europe,France,Auvergne-Rhone-Alpes,FR,14.0
1294,saint-michel-de-chaillol,Europe,France,Provence-Alpes-Cote d'Azur,FR,21.0
1297,schnepfenried,Europe,France,Grand-Est,FR,19.0
1300,thanner-hubel,Europe,France,Grand-Est,FR,11.0
1301,val-darc-bessans,Europe,France,Auvergne-Rhone-Alpes,FR,12.0
1302,val-dese,Europe,France,Corsica (Corse),FR,20.0
1303,val-doronaye-larche,Europe,France,Provence-Alpes-Cote d'Azur,FR,10.0
1304,val-pelens,Europe,France,Provence-Alpes-Cote d'Azur,FR,15.0
1305,valdrome,Europe,France,Auvergne-Rhone-Alpes,FR,11.0
1306,vauplane-soleilhas,Europe,France,Provence-Alpes-Cote d'Azur,FR,15.0
1307,ventron,Europe,France,Grand-Est,FR,23.0
1308,villar-darene,Europe,France,Provence-Alpes-Cote d'Azur,FR,10.0
1309,Grandvalira – Pas de la Casa/Grau Roig/Soldeu/El Tarter/Canillo/Encamp,Europe,Andorra,Andorra,AD,49.0
1310,. Pal/Arinsal – La Massana (Vallnord),Europe,Andorra,Andorra,AD,38.0
1314,. Pyhä,Europe,Finland,Northern Finland,FI,44.0
1315,. Ruka,Europe,Finland,Northern Finland,FI,44.0
1316,. Ounasvaara – Rovaniemi,Europe,Finland,Northern Finland,FI,38.0
1317,aavasaksa,Europe,Finland,Northern Finland,FI,10.0
1319,calpis,Europe,Finland,Southern Finland (Etela-Suomi),FI,26.0
1320,ellivuori,Europe,Finland,West Finland (Lansi-Suomi),FI,33.0
1321,grani-backen-kauniainen,Europe,Finland,Southern Finland (Etela-Suomi),FI,24.0
1322,haekaerinteet,Europe,Finland,West Finland (Lansi-Suomi),FI,35.0
1323,hasamaeki,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,27.0
1324,hervanta-mustavuori-tampere,Europe,Finland,West Finland (Lansi-Suomi),FI,25.0
1325,hiittenharju,Europe,Finland,West Finland (Lansi-Suomi),FI,20.0
1326,himos,Europe,Finland,West Finland (Lansi-Suomi),FI,40.0
1327,hirvensalo,Europe,Finland,Southern Finland (Etela-Suomi),FI,30.0
1328,iso-syoete-pudasjaervi,Europe,Finland,Northern Finland,FI,38.0
1329,kalli,Europe,Finland,Northern Finland,FI,25.0
1330,kasurila,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,34.0
1331,kaustinen,Europe,Finland,Northern Finland,FI,25.0
1333,kirintoevaara,Europe,Finland,Northern Finland,FI,25.0
1334,koeykkyri,Europe,Finland,Northern Finland,FI,8.0
1335,kokonniemi-porvoo,Europe,Finland,Southern Finland (Etela-Suomi),FI,28.0
1336,korkeakangas,Europe,Finland,West Finland (Lansi-Suomi),FI,20.0
1337,laajis-laajavuori,Europe,Finland,West Finland (Lansi-Suomi),FI,35.0
1338,lakis,Europe,Finland,West Finland (Lansi-Suomi),FI,28.0
1339,lekotinmaeki,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,24.0
1341,louekallio,Europe,Finland,West Finland (Lansi-Suomi),FI,22.0
1342,lumiparkki-kivikko,Europe,Finland,Southern Finland (Etela-Suomi),FI,15.0
1343,luosto,Europe,Finland,Northern Finland,FI,38.0
1344,maarianrinteet,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,25.0
1346,messilae,Europe,Finland,Southern Finland (Etela-Suomi),FI,38.0
1347,mielakka,Europe,Finland,Southern Finland (Etela-Suomi),FI,27.0
1348,mustavaara,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,26.0
1349,myllymaeki,Europe,Finland,Southern Finland (Etela-Suomi),FI,25.0
1350,olos,Europe,Finland,Northern Finland,FI,35.0
1351,paaminne,Europe,Finland,Southern Finland (Etela-Suomi),FI,26.0
1354,paljakka,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,34.0
1355,pallas,Europe,Finland,Northern Finland,FI,35.0
1356,parra,Europe,Finland,West Finland (Lansi-Suomi),FI,24.0
1358,pikku-syoetesyoetekeskus,Europe,Finland,Northern Finland,FI,22.0
1359,puijon-rinteet,Europe,Finland,West Finland (Lansi-Suomi),FI,23.0
1361,purnuvuori,Europe,Finland,Southern Finland (Etela-Suomi),FI,32.0
1365,riihivuori,Europe,Finland,West Finland (Lansi-Suomi),FI,39.0
1366,ritavalkea,Europe,Finland,Northern Finland,FI,15.0
1369,saariselkae,Europe,Finland,Northern Finland,FI,39.0
1370,salla,Europe,Finland,Northern Finland,FI,41.0
1371,salomonkallio,Europe,Finland,Southern Finland (Etela-Suomi),FI,18.0
1372,sappee,Europe,Finland,West Finland (Lansi-Suomi),FI,39.0
1374,savivuori-viitasaari,Europe,Finland,West Finland (Lansi-Suomi),FI,25.0
1375,serena,Europe,Finland,Southern Finland (Etela-Suomi),FI,29.0
1376,simpsioe,Europe,Finland,West Finland (Lansi-Suomi),FI,32.0
1377,sotkanrinteet,Europe,Finland,West Finland (Lansi-Suomi),FI,19.0
1378,suomu,Europe,Finland,Northern Finland,FI,35.0
1379,sveitsin-hiihtokeskus-hyvinkaeae,Europe,Finland,Southern Finland (Etela-Suomi),FI,28.0
1380,swinghill-solvalla-espoo,Europe,Finland,Southern Finland (Etela-Suomi),FI,27.0
1381,tahko,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,39.0
1382,taivalvaara,Europe,Finland,Northern Finland,FI,23.0
1383,talma,Europe,Finland,Southern Finland (Etela-Suomi),FI,30.0
1386,ukko-koli,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,37.0
1387,ukkohalla,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,34.0
1388,uuperin-rinteet,Europe,Finland,Southern Finland (Etela-Suomi),FI,25.0
1391,vihti-ski-center,Europe,Finland,Southern Finland (Etela-Suomi),FI,34.0
1392,vuokatti,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),FI,39.0
1394, La Molina/Masella – Alp2500,Europe,Spain,Catalonia (Catalunya),ES,46.0
1396, Cerler,Europe,Spain,Aragon,ES,43.0
1397,Formigal,Europe,Spain,Aragon,ES,45.0
1398,sierra-nevada-pradollano,Europe,Spain,Andalusia (Andalucia),ES,48.0
1399,boi-tauell,Europe,Spain,Catalonia (Catalunya),ES,39.0
1400,port-del-comte,Europe,Spain,Catalonia (Catalunya),ES,33.0
1401,panticosa,Europe,Spain,Aragon,ES,39.0
1402,espot-esqui,Europe,Spain,Catalonia (Catalunya),ES,32.0
1403,candanchu,Europe,Spain,Aragon,ES,41.0
1404,astun,Europe,Spain,Aragon,ES,41.0
1405,valdezcaray,Europe,Spain,La Rioja,ES,28.0
1406,port-aine,Europe,Spain,Catalonia (Catalunya),ES,32.0
1407,la-pinilla,Europe,Spain,Castile-Leon (Castilla y Leon),ES,35.0
1408,valgrande-pajares,Europe,Spain,Asturias (Asturian),ES,29.0
1409,alto-campoo,Europe,Spain,Cantabria,ES,30.0
1410,valdesqui,Europe,Spain,Madrid,ES,37.0
1411,san-isidro-zona-cebolledo,Europe,Spain,Castile-Leon (Castilla y Leon),ES,30.0
1412,puerto-navacerrada,Europe,Spain,Madrid,ES,32.0
1413,la-covatilla-sierra-de-bejar,Europe,Spain,Castile-Leon (Castilla y Leon),ES,29.0
1414,el-morredero,Europe,Spain,Castile-Leon (Castilla y Leon),ES,12.0
1415,fuentes-de-invierno,Europe,Spain,Asturias (Asturian),ES,26.0
1416,javalambre,Europe,Spain,Aragon,ES,35.0
1417,leitariegos,Europe,Spain,Castile-Leon (Castilla y Leon),ES,22.0
1418,lunada,Europe,Spain,Castile-Leon (Castilla y Leon),ES,17.0
1419,madrid-snow-zone,Europe,Spain,Madrid,ES,36.0
1420,manzaneda,Europe,Spain,Galicia,ES,22.0
1421,pleta-del-prat-tavascan,Europe,Spain,Catalonia (Catalunya),ES,20.0
1426,san-isidro-zona-salencias,Europe,Spain,Castile-Leon (Castilla y Leon),ES,30.0
1427,valdelinares-sierra-de-gudar,Europe,Spain,Aragon,ES,35.0
1428,vall-de-nuria,Europe,Spain,Catalonia (Catalunya),ES,30.0
1429,vallter-2000,Europe,Spain,Catalonia (Catalunya),ES,25.0
1430, Bansko,Europe,Bulgaria,Blagoevgrad,BG,29.0
1431, Borovets,Europe,Bulgaria,Sofia,BG,27.5
1432,. Pamporovo,Europe,Bulgaria,Smolyan,BG,27.5
1433,. Vitosha/Aleko – Sofia,Europe,Bulgaria,Bulgaria,BG,17.5
1434,. Mechi Chal – Chepelare,Europe,Bulgaria,Smolyan,BG,27.5
1437,dobrinishte,Europe,Bulgaria,Blagoevgrad,BG,15.0
1450, Kopaonik,Europe,Serbia,Serbia-South,RS,35.5
1451,tornik-zlatibor,Europe,Serbia,Serbia-South,RS,20.5
1452,stara-planina-babin-zub,Europe,Serbia,Serbia-South,RS,35.5
1456,divcibare,Europe,Serbia,Serbia-South,RS,13.0
1475, Trysil,Europe,Norway,Hedmark,NO,51.15
1476,Hemsedal,Europe,Norway,Buskerud,NO,47.3
1477,. Hafjell,Europe,Norway,Oppland,NO,47.3
1478, Kvitfjell,Europe,Norway,Oppland,NO,48.4
1479,. Myrkdalen,Europe,Norway,Western Norway (Vestlandet),NO,46.2
1480,. Geilo,Europe,Norway,Buskerud,NO,45.1
1481,. Hovden,Europe,Norway,Aust-Agder,NO,47.3
1482,. Skeikampen – Gausdal,Europe,Norway,Oppland,NO,38.5
1483, Gaustablikk – Rjukan,Europe,Norway,Telemark,NO,44.55
1484,. Oslo – Tryvann (Skimore),Europe,Norway,Oslo,NO,47.3
1485,. Gålå,Europe,Norway,Oppland,NO,40.7
1486,voss-resort,Europe,Norway,Western Norway (Vestlandet),NO,45.65
1487,oppdal,Europe,Norway,Sor-Trondelag,NO,45.1
1488,. Beitostølen,Europe,Norway,Oppland,NO,44.0
1489,strandafjellet,Europe,Norway,Western Norway (Vestlandet),NO,43.45
1490,norefjell,Europe,Norway,Buskerud,NO,45.65
1491,rauland-skisenterholtardalen,Europe,Norway,Telemark,NO,43.45
1492,gautefall,Europe,Norway,Telemark,NO,43.45
1493,bjorli,Europe,Norway,Oppland,NO,44.0
1494,vraadal,Europe,Norway,Telemark,NO,44.55
1495,vassfjellet-klaebutrondheim,Europe,Norway,Sor-Trondelag,NO,41.8
1496,uvdal-alpinsenter,Europe,Norway,Buskerud,NO,41.8
1497,tjoerhomfjelletaalsheia-skisenter-sirdal,Europe,Norway,Vest-Agder,NO,42.9
1498,aadneram-skitrekk,Europe,Norway,Vest-Agder,NO,38.5
1499,aal-skisenter,Europe,Norway,Buskerud,NO,40.7
1500,aalen-skisenter,Europe,Norway,Sor-Trondelag,NO,38.5
1501,aktiven-skiheis,Europe,Norway,Western Norway (Vestlandet),NO,28.6
1502,ankenesfjellet-ankenesstranda-narvik,Europe,Norway,Nordland,NO,33.0
1503,arena-overoeye-stordal,Europe,Norway,Western Norway (Vestlandet),NO,39.05
1504,biristrand,Europe,Norway,Oppland,NO,3.3
1505,bjoernestad,Europe,Norway,Vest-Agder,NO,27.5
1506,bortelid,Europe,Norway,Vest-Agder,NO,39.6
1507,breimsbygda-utvikfjellet,Europe,Norway,Western Norway (Vestlandet),NO,33.0
1508,brokke,Europe,Norway,Aust-Agder,NO,40.7
1509,budor,Europe,Norway,Hedmark,NO,31.9
1510,dagali-fjellpark,Europe,Norway,Buskerud,NO,35.2
1511,dalseter-espedalen,Europe,Norway,Oppland,NO,38.5
1512,drammen-skisenter,Europe,Norway,Buskerud,NO,40.7
